net_pnl,trades,win_rate,profit_factor,sharpe,max_dd,param_value,param_name
496379.81979424425,9481,0.40417677460183526,1.2826928347238846,3.0891231694459784,33595.596090962994,0.35,breakout_prob
496379.81979424425,9481,0.40417677460183526,1.2826928347238846,3.0891231694459784,33595.596090962994,0.4,breakout_prob
496379.81979424425,9481,0.40417677460183526,1.2826928347238846,3.0891231694459784,33595.596090962994,0.45,breakout_prob
496379.81979424425,9481,0.40417677460183526,1.2826928347238846,3.0891231694459784,33595.596090962994,0.5,breakout_prob
475903.2697932413,9132,0.4033070521243977,1.2812123513768066,3.001822484060347,34912.650279084206,0.55,breakout_prob
464235.52032841253,8460,0.4052009456264775,1.2986222297829981,3.01926108615754,30058.49089795773,0.6,breakout_prob
