net_pnl,trades,win_rate,profit_factor,sharpe,max_dd,avg_trade,period,pct_of_trades,pct_of_pnl
64619.9890790566,2273,0.3893532776066872,1.181765862778816,2.5704469163381587,27206.226848116676,28.429383668744656,2020,23.974264318109903,13.018254671562273
119958.42512371317,3392,0.41568396226415094,1.2455458331412277,2.8195053445142912,33595.596090962965,35.365101746377704,2021,35.77681679147769,24.1666603556602
311801.40559147455,3816,0.4027777777777778,1.341944469420879,3.7169555712803763,26422.632449322293,81.70896372942205,2022,40.248918890412405,62.815084972777534
