net_pnl,trades,win_rate,profit_factor,sharpe,max_dd,avg_trade,regime,pct_of_trades,pct_of_pnl
496379.81979424425,9481,0.40417677460183526,1.2826928347238846,3.0891231694459784,33595.596090962994,52.35521778232721,unknown,100.0,100.0
