trade_id,model,fold,entry_time,exit_time,bars_held,time_held_min,direction,contracts,entry_price,exit_price,gross_pnl,commission,slippage,net_pnl,pnl_per_contract,mfe,mae,mfe_ticks,mae_ticks,entry_signal,exit_reason,cumulative_pnl,high_during,low_during
10,xgboost,1,2023-09-25 15:15:00-04:00,2023-09-25 15:30:00-04:00,4,15.0,SHORT,1,4369.875,4368.875,50.0,5.0,12.5,32.5,32.5,418.75,93.75,33,7,0.3926,hold_bars,595.0,4371.75,4361.5
11,xgboost,1,2023-09-26 09:30:00-04:00,2023-09-26 09:45:00-04:00,4,15.0,LONG,1,4349.875,4346.625,-162.5,5.0,12.5,-180.0,-180.0,206.25,218.75,16,17,0.7048,hold_bars,415.0,4354.0,4345.5
12,xgboost,1,2023-09-26 10:00:00-04:00,2023-09-26 10:15:00-04:00,4,15.0,SHORT,1,4337.375,4326.875,525.0,5.0,12.5,507.5,507.5,606.25,393.75,48,31,0.381,hold_bars,922.5,4345.25,4325.25
13,xgboost,1,2023-09-26 11:20:00-04:00,2023-09-26 11:35:00-04:00,4,15.0,LONG,1,4327.625,4328.125,25.0,5.0,12.5,7.5,7.5,143.75,293.75,11,23,0.6181,hold_bars,930.0,4330.5,4321.75
14,xgboost,1,2023-09-26 11:55:00-04:00,2023-09-26 12:10:00-04:00,4,15.0,LONG,1,4326.625,4330.375,187.5,5.0,12.5,170.0,170.0,306.25,143.75,24,11,0.6261,hold_bars,1100.0,4332.75,4323.75
15,xgboost,1,2023-09-26 13:05:00-04:00,2023-09-26 13:20:00-04:00,4,15.0,SHORT,1,4334.125,4329.625,225.0,5.0,12.5,207.5,207.5,406.25,68.75,32,5,0.3834,hold_bars,1307.5,4335.5,4326.0
16,xgboost,1,2023-09-26 13:35:00-04:00,2023-09-26 13:50:00-04:00,4,15.0,SHORT,1,4318.125,4320.625,-125.0,5.0,12.5,-142.5,-142.5,143.75,343.75,11,27,0.3465,hold_bars,1165.0,4325.0,4315.25
17,xgboost,1,2023-09-26 14:05:00-04:00,2023-09-26 14:20:00-04:00,4,15.0,SHORT,1,4317.625,4317.875,-12.5,5.0,12.5,-30.0,-30.0,193.75,193.75,15,15,0.3997,hold_bars,1135.0,4321.5,4313.75
18,xgboost,1,2023-09-26 14:25:00-04:00,2023-09-26 14:40:00-04:00,4,15.0,SHORT,1,4314.125,4311.875,112.5,5.0,12.5,95.0,95.0,156.25,193.75,12,15,0.3833,hold_bars,1230.0,4318.0,4311.0
19,xgboost,1,2023-09-26 15:55:00-04:00,2023-09-27 09:30:00-04:00,2,1055.0,SHORT,1,4313.875,4327.375,-675.0,5.0,12.5,-692.5,-692.5,56.25,893.75,4,71,0.3947,stop_loss,537.5,4331.75,4312.75
20,xgboost,1,2023-09-27 09:35:00-04:00,2023-09-27 09:40:00-04:00,2,5.0,SHORT,1,4323.375,4328.875,-275.0,5.0,12.5,-292.5,-292.5,106.25,318.75,8,25,0.3583,stop_loss,245.0,4329.75,4321.25
21,xgboost,1,2023-09-27 10:00:00-04:00,2023-09-27 10:15:00-04:00,4,15.0,SHORT,1,4319.125,4315.375,187.5,5.0,12.5,170.0,170.0,293.75,356.25,23,28,0.3805,hold_bars,415.0,4326.25,4313.25
22,xgboost,1,2023-09-27 10:50:00-04:00,2023-09-27 11:05:00-04:00,4,15.0,LONG,1,4308.125,4314.375,312.5,5.0,12.5,295.0,295.0,568.75,168.75,45,13,0.6266,hold_bars,710.0,4319.5,4304.75
23,xgboost,1,2023-09-27 13:40:00-04:00,2023-09-27 13:55:00-04:00,4,15.0,SHORT,1,4282.875,4287.625,-237.5,5.0,12.5,-255.0,-255.0,293.75,243.75,23,19,0.3787,hold_bars,455.0,4287.75,4277.0
24,xgboost,1,2023-09-28 09:30:00-04:00,2023-09-28 09:40:00-04:00,3,10.0,LONG,1,4314.875,4303.125,-587.5,5.0,12.5,-605.0,-605.0,6.25,693.75,0,55,0.628,stop_loss,-150.0,4315.0,4301.0
25,xgboost,1,2023-09-28 11:30:00-04:00,2023-09-28 11:40:00-04:00,3,10.0,SHORT,1,4339.625,4346.125,-325.0,5.0,12.5,-342.5,-342.5,206.25,318.75,16,25,0.3794,stop_loss,-492.5,4346.0,4335.5
26,xgboost,1,2023-09-28 12:25:00-04:00,2023-09-28 12:40:00-04:00,4,15.0,SHORT,1,4354.375,4353.625,37.5,5.0,12.5,20.0,20.0,368.75,68.75,29,5,0.3925,hold_bars,-472.5,4355.75,4347.0
27,xgboost,1,2023-09-28 12:50:00-04:00,2023-09-28 13:05:00-04:00,4,15.0,LONG,1,4339.375,4342.875,175.0,5.0,12.5,157.5,157.5,406.25,181.25,32,14,0.7099,hold_bars,-315.0,4347.5,4335.75
28,xgboost,1,2023-09-29 09:50:00-04:00,2023-09-29 10:05:00-04:00,4,15.0,SHORT,1,4363.625,4363.875,-12.5,5.0,12.5,-30.0,-30.0,206.25,318.75,16,25,0.3513,hold_bars,-345.0,4370.0,4359.5
29,xgboost,1,2023-09-29 10:20:00-04:00,2023-09-29 10:30:00-04:00,3,10.0,SHORT,1,4353.125,4359.625,-325.0,5.0,12.5,-342.5,-342.5,18.75,468.75,1,37,0.3986,stop_loss,-687.5,4362.5,4352.75
30,xgboost,1,2023-09-29 10:40:00-04:00,2023-09-29 10:55:00-04:00,4,15.0,SHORT,1,4359.625,4357.875,87.5,5.0,12.5,70.0,70.0,168.75,293.75,13,23,0.3626,hold_bars,-617.5,4365.5,4356.25
31,xgboost,1,2023-09-29 12:25:00-04:00,2023-09-29 12:40:00-04:00,4,15.0,LONG,1,4346.625,4341.375,-262.5,5.0,12.5,-280.0,-280.0,118.75,293.75,9,23,0.6226,stop_loss,-897.5,4349.0,4340.75
32,xgboost,2,2023-09-29 13:30:00-04:00,2023-09-29 13:45:00-04:00,4,15.0,LONG,1,4324.625,4320.375,-212.5,5.0,12.5,-230.0,-230.0,206.25,281.25,16,22,0.6097,hold_bars,-1127.5,4328.75,4319.0
33,xgboost,2,2023-10-02 09:35:00-04:00,2023-10-02 09:45:00-04:00,3,10.0,LONG,1,4327.375,4319.875,-375.0,5.0,12.5,-392.5,-392.5,68.75,418.75,5,33,0.6773,stop_loss,-1520.0,4328.75,4319.0
34,xgboost,2,2023-10-02 10:50:00-04:00,2023-10-02 11:05:00-04:00,4,15.0,LONG,1,4315.875,4318.375,125.0,5.0,12.5,107.5,107.5,518.75,243.75,41,19,0.6262,hold_bars,-1412.5,4326.25,4311.0
35,xgboost,2,2023-10-02 11:45:00-04:00,2023-10-02 12:00:00-04:00,4,15.0,SHORT,1,4316.125,4308.375,387.5,5.0,12.5,370.0,370.0,506.25,231.25,40,18,0.2924,hold_bars,-1042.5,4320.75,4306.0
36,xgboost,2,2023-10-02 12:15:00-04:00,2023-10-02 12:30:00-04:00,4,15.0,LONG,1,4306.375,4306.375,0.0,5.0,12.5,-17.5,-17.5,268.75,118.75,21,9,0.6255,hold_bars,-1060.0,4311.75,4304.0
37,xgboost,2,2023-10-02 13:00:00-04:00,2023-10-02 13:15:00-04:00,4,15.0,LONG,1,4301.625,4303.875,112.5,5.0,12.5,95.0,95.0,193.75,256.25,15,20,0.6333,hold_bars,-965.0,4305.5,4296.5
38,xgboost,2,2023-10-02 13:25:00-04:00,2023-10-02 13:40:00-04:00,4,15.0,LONG,1,4307.375,4307.125,-12.5,5.0,12.5,-30.0,-30.0,93.75,206.25,7,16,0.6071,hold_bars,-995.0,4309.25,4303.25
39,xgboost,2,2023-10-02 14:10:00-04:00,2023-10-02 14:20:00-04:00,3,10.0,SHORT,1,4318.125,4307.125,550.0,5.0,12.5,532.5,532.5,693.75,43.75,55,3,0.3859,take_profit,-462.5,4319.0,4304.25
40,xgboost,2,2023-10-02 15:50:00-04:00,2023-10-03 09:30:00-04:00,3,1060.0,SHORT,1,4319.875,4305.125,737.5,5.0,12.5,720.0,720.0,1056.25,268.75,84,21,0.3296,take_profit,257.5,4325.25,4298.75
41,xgboost,2,2023-10-03 09:50:00-04:00,2023-10-03 10:00:00-04:00,3,10.0,SHORT,1,4314.875,4293.375,1075.0,5.0,12.5,1057.5,1057.5,1093.75,106.25,87,8,0.3644,take_profit,1315.0,4317.0,4293.0
42,xgboost,2,2023-10-03 10:20:00-04:00,2023-10-03 10:35:00-04:00,4,15.0,SHORT,1,4276.125,4271.625,225.0,5.0,12.5,207.5,207.5,243.75,331.25,19,26,0.3581,hold_bars,1522.5,4282.75,4271.25
43,xgboost,2,2023-10-03 11:00:00-04:00,2023-10-03 11:15:00-04:00,4,15.0,SHORT,1,4264.125,4268.125,-200.0,5.0,12.5,-217.5,-217.5,106.25,293.75,8,23,0.3388,hold_bars,1305.0,4270.0,4262.0
44,xgboost,2,2023-10-03 11:25:00-04:00,2023-10-03 11:40:00-04:00,4,15.0,SHORT,1,4264.875,4261.875,150.0,5.0,12.5,132.5,132.5,393.75,156.25,31,12,0.3638,hold_bars,1437.5,4268.0,4257.0
45,xgboost,2,2023-10-03 12:45:00-04:00,2023-10-03 13:00:00-04:00,4,15.0,LONG,1,4273.125,4275.875,137.5,5.0,12.5,120.0,120.0,256.25,256.25,20,20,0.6212,hold_bars,1557.5,4278.25,4268.0
46,xgboost,2,2023-10-03 13:30:00-04:00,2023-10-03 13:45:00-04:00,4,15.0,SHORT,1,4265.875,4260.875,250.0,5.0,12.5,232.5,232.5,293.75,156.25,23,12,0.3912,hold_bars,1790.0,4269.0,4260.0
47,xgboost,2,2023-10-03 14:05:00-04:00,2023-10-03 14:20:00-04:00,4,15.0,SHORT,1,4253.625,4255.125,-75.0,5.0,12.5,-92.5,-92.5,118.75,193.75,9,15,0.3925,hold_bars,1697.5,4257.5,4251.25
48,xgboost,2,2023-10-03 14:35:00-04:00,2023-10-03 14:50:00-04:00,4,15.0,SHORT,1,4260.875,4262.875,-100.0,5.0,12.5,-117.5,-117.5,243.75,218.75,19,17,0.3871,hold_bars,1580.0,4265.25,4256.0
49,xgboost,2,2023-10-03 15:30:00-04:00,2023-10-03 15:40:00-04:00,3,10.0,SHORT,1,4252.375,4261.125,-437.5,5.0,12.5,-455.0,-455.0,6.25,568.75,0,45,0.394,stop_loss,1125.0,4263.75,4252.25
50,xgboost,2,2023-10-03 15:45:00-04:00,2023-10-03 15:55:00-04:00,3,10.0,SHORT,1,4261.375,4266.625,-262.5,5.0,12.5,-280.0,-280.0,131.25,318.75,10,25,0.3973,stop_loss,845.0,4267.75,4258.75
51,xgboost,2,2023-10-04 09:35:00-04:00,2023-10-04 09:50:00-04:00,4,15.0,SHORT,1,4280.625,4274.125,325.0,5.0,12.5,307.5,307.5,593.75,118.75,47,9,0.2782,hold_bars,1152.5,4283.0,4268.75
52,xgboost,2,2023-10-04 10:00:00-04:00,2023-10-04 10:15:00-04:00,4,15.0,SHORT,1,4264.375,4266.875,-125.0,5.0,12.5,-142.5,-142.5,243.75,706.25,19,56,0.3817,hold_bars,1010.0,4278.5,4259.5
53,xgboost,2,2023-10-04 11:15:00-04:00,2023-10-04 11:30:00-04:00,4,15.0,SHORT,1,4276.625,4275.625,50.0,5.0,12.5,32.5,32.5,456.25,118.75,36,9,0.3802,hold_bars,1042.5,4279.0,4267.5
54,xgboost,2,2023-10-04 14:30:00-04:00,2023-10-04 14:45:00-04:00,4,15.0,LONG,1,4272.375,4277.875,275.0,5.0,12.5,257.5,257.5,418.75,118.75,33,9,0.6191,hold_bars,1300.0,4280.75,4270.0
55,xgboost,2,2023-10-04 15:55:00-04:00,2023-10-05 09:35:00-04:00,3,1060.0,LONG,1,4296.375,4288.875,-375.0,5.0,12.5,-392.5,-392.5,293.75,381.25,23,30,0.6796,stop_loss,907.5,4302.25,4288.75
56,xgboost,2,2023-10-05 13:05:00-04:00,2023-10-05 13:10:00-04:00,2,5.0,SHORT,1,4265.625,4272.625,-350.0,5.0,12.5,-367.5,-367.5,43.75,368.75,3,29,0.3553,stop_loss,540.0,4273.0,4264.75
57,xgboost,2,2023-10-05 13:35:00-04:00,2023-10-05 13:50:00-04:00,4,15.0,LONG,1,4284.375,4284.625,12.5,5.0,12.5,-5.0,-5.0,218.75,268.75,17,21,0.6218,hold_bars,535.0,4288.75,4279.0
58,xgboost,2,2023-10-05 13:55:00-04:00,2023-10-05 14:10:00-04:00,4,15.0,SHORT,1,4287.375,4288.625,-62.5,5.0,12.5,-80.0,-80.0,193.75,268.75,15,21,0.3945,hold_bars,455.0,4292.75,4283.5
59,xgboost,2,2023-10-06 09:30:00-04:00,2023-10-06 09:35:00-04:00,2,5.0,LONG,1,4270.625,4260.625,-500.0,5.0,12.5,-517.5,-517.5,268.75,606.25,21,48,0.6089,stop_loss,-62.5,4276.0,4258.5
60,xgboost,3,2023-10-09 09:40:00-04:00,2023-10-09 09:55:00-04:00,4,15.0,SHORT,1,4331.875,4334.875,-150.0,5.0,12.5,-167.5,-167.5,406.25,256.25,32,20,0.3542,hold_bars,-230.0,4337.0,4323.75
61,xgboost,3,2023-10-09 11:25:00-04:00,2023-10-09 11:40:00-04:00,4,15.0,LONG,1,4333.125,4334.125,50.0,5.0,12.5,32.5,32.5,143.75,268.75,11,21,0.6185,hold_bars,-197.5,4336.0,4327.75
62,xgboost,3,2023-10-09 12:25:00-04:00,2023-10-09 12:40:00-04:00,4,15.0,LONG,1,4337.875,4334.125,-187.5,5.0,12.5,-205.0,-205.0,268.75,206.25,21,16,0.7003,hold_bars,-402.5,4343.25,4333.75
63,xgboost,3,2023-10-09 12:45:00-04:00,2023-10-09 13:00:00-04:00,4,15.0,LONG,1,4336.375,4336.125,-12.5,5.0,12.5,-30.0,-30.0,118.75,231.25,9,18,0.6061,hold_bars,-432.5,4338.75,4331.75
64,xgboost,3,2023-10-09 13:50:00-04:00,2023-10-09 14:05:00-04:00,4,15.0,SHORT,1,4364.875,4370.375,-275.0,5.0,12.5,-292.5,-292.5,118.75,381.25,9,30,0.3583,stop_loss,-725.0,4372.5,4362.5
65,xgboost,3,2023-10-09 14:25:00-04:00,2023-10-09 14:40:00-04:00,4,15.0,SHORT,1,4371.125,4373.625,-125.0,5.0,12.5,-142.5,-142.5,381.25,193.75,30,15,0.3486,hold_bars,-867.5,4375.0,4363.5
66,xgboost,3,2023-10-09 14:45:00-04:00,2023-10-09 15:00:00-04:00,4,15.0,LONG,1,4371.875,4370.875,-50.0,5.0,12.5,-67.5,-67.5,193.75,181.25,15,14,0.6146,hold_bars,-935.0,4375.75,4368.25
67,xgboost,4,2023-10-13 14:45:00-04:00,2023-10-13 14:50:00-04:00,2,5.0,SHORT,1,4351.125,4357.625,-325.0,5.0,12.5,-342.5,-342.5,68.75,343.75,5,27,0.381,stop_loss,-1277.5,4358.0,4349.75
68,xgboost,4,2023-10-13 15:55:00-04:00,2023-10-16 09:30:00-04:00,2,3935.0,LONG,1,4358.125,4387.625,1475.0,5.0,12.5,1457.5,1457.5,1506.25,243.75,120,19,0.604,take_profit,180.0,4388.25,4353.25
69,xgboost,4,2023-10-16 11:00:00-04:00,2023-10-16 11:15:00-04:00,4,15.0,LONG,1,4410.625,4406.125,-225.0,5.0,12.5,-242.5,-242.5,181.25,231.25,14,18,0.6322,hold_bars,-62.5,4414.25,4406.0
70,xgboost,4,2023-10-16 11:55:00-04:00,2023-10-16 12:10:00-04:00,4,15.0,SHORT,1,4402.125,4400.375,87.5,5.0,12.5,70.0,70.0,131.25,143.75,10,11,0.3861,hold_bars,7.5,4405.0,4399.5
71,xgboost,4,2023-10-16 12:25:00-04:00,2023-10-16 12:40:00-04:00,4,15.0,SHORT,1,4403.375,4402.125,62.5,5.0,12.5,45.0,45.0,168.75,81.25,13,6,0.3679,hold_bars,52.5,4405.0,4400.0
72,xgboost,4,2023-10-16 13:10:00-04:00,2023-10-16 13:15:00-04:00,2,5.0,LONG,1,4409.125,4403.125,-300.0,5.0,12.5,-317.5,-317.5,106.25,306.25,8,24,0.6046,stop_loss,-265.0,4411.25,4403.0
73,xgboost,4,2023-10-16 13:20:00-04:00,2023-10-16 13:25:00-04:00,2,5.0,SHORT,1,4392.375,4399.125,-337.5,5.0,12.5,-355.0,-355.0,343.75,543.75,27,43,0.3872,stop_loss,-620.0,4403.25,4385.5
74,xgboost,4,2023-10-16 15:15:00-04:00,2023-10-16 15:30:00-04:00,4,15.0,LONG,1,4407.125,4406.125,-50.0,5.0,12.5,-67.5,-67.5,256.25,68.75,20,5,0.6444,hold_bars,-687.5,4412.25,4405.75
75,xgboost,4,2023-10-17 09:30:00-04:00,2023-10-17 09:45:00-04:00,4,15.0,LONG,1,4375.625,4371.625,-200.0,5.0,12.5,-217.5,-217.5,143.75,356.25,11,28,0.6388,hold_bars,-905.0,4378.5,4368.5
76,xgboost,4,2023-10-17 12:10:00-04:00,2023-10-17 12:25:00-04:00,4,15.0,LONG,1,4417.375,4422.625,262.5,5.0,12.5,245.0,245.0,268.75,143.75,21,11,0.6024,hold_bars,-660.0,4422.75,4414.5
77,xgboost,4,2023-10-17 12:30:00-04:00,2023-10-17 12:45:00-04:00,4,15.0,LONG,1,4418.375,4413.875,-225.0,5.0,12.5,-242.5,-242.5,243.75,443.75,19,35,0.602,hold_bars,-902.5,4423.25,4409.5
78,xgboost,4,2023-10-17 13:00:00-04:00,2023-10-17 13:15:00-04:00,4,15.0,LONG,1,4408.375,4407.625,-37.5,5.0,12.5,-55.0,-55.0,181.25,118.75,14,9,0.6046,hold_bars,-957.5,4412.0,4406.0
79,xgboost,4,2023-10-17 13:25:00-04:00,2023-10-17 13:40:00-04:00,4,15.0,SHORT,1,4405.125,4400.125,250.0,5.0,12.5,232.5,232.5,406.25,81.25,32,6,0.3746,hold_bars,-725.0,4406.75,4397.0
80,xgboost,4,2023-10-17 14:35:00-04:00,2023-10-17 14:50:00-04:00,4,15.0,SHORT,1,4396.375,4386.375,500.0,5.0,12.5,482.5,482.5,593.75,118.75,47,9,0.3919,hold_bars,-242.5,4398.75,4384.5
81,xgboost,4,2023-10-17 15:55:00-04:00,2023-10-18 09:30:00-04:00,2,1055.0,SHORT,1,4402.375,4387.375,750.0,5.0,12.5,732.5,732.5,1143.75,18.75,91,1,0.3373,take_profit,490.0,4402.75,4379.5
82,xgboost,4,2023-10-18 13:00:00-04:00,2023-10-18 13:15:00-04:00,4,15.0,SHORT,1,4369.125,4372.875,-187.5,5.0,12.5,-205.0,-205.0,906.25,481.25,72,38,0.3738,hold_bars,285.0,4378.75,4351.0
83,xgboost,4,2023-10-18 13:30:00-04:00,2023-10-18 13:45:00-04:00,4,15.0,SHORT,1,4360.375,4358.125,112.5,5.0,12.5,95.0,95.0,356.25,506.25,28,40,0.3473,hold_bars,380.0,4370.5,4353.25
84,xgboost,4,2023-10-18 15:45:00-04:00,2023-10-18 15:50:00-04:00,2,5.0,SHORT,1,4334.375,4340.875,-325.0,5.0,12.5,-342.5,-342.5,181.25,331.25,14,26,0.3568,stop_loss,37.5,4341.0,4330.75
85,xgboost,4,2023-10-19 09:35:00-04:00,2023-10-19 09:50:00-04:00,4,15.0,SHORT,1,4344.875,4344.875,-0.0,5.0,12.5,-17.5,-17.5,256.25,143.75,20,11,0.3723,hold_bars,20.0,4347.75,4339.75
86,xgboost,4,2023-10-19 11:15:00-04:00,2023-10-19 11:25:00-04:00,3,10.0,SHORT,1,4326.125,4332.625,-325.0,5.0,12.5,-342.5,-342.5,193.75,381.25,15,30,0.3616,stop_loss,-322.5,4333.75,4322.25
87,xgboost,4,2023-10-19 11:40:00-04:00,2023-10-19 11:55:00-04:00,4,15.0,SHORT,1,4341.625,4338.125,175.0,5.0,12.5,157.5,157.5,268.75,181.25,21,14,0.3824,hold_bars,-165.0,4345.25,4336.25
88,xgboost,4,2023-10-19 12:00:00-04:00,2023-10-19 12:15:00-04:00,4,15.0,SHORT,1,4351.625,4354.875,-162.5,5.0,12.5,-180.0,-180.0,1118.75,506.25,89,40,0.3959,hold_bars,-345.0,4361.75,4329.25
89,xgboost,4,2023-10-19 12:20:00-04:00,2023-10-19 12:25:00-04:00,2,5.0,SHORT,1,4359.625,4339.125,1025.0,5.0,12.5,1007.5,1007.5,1181.25,343.75,94,27,0.3471,take_profit,662.5,4366.5,4336.0
90,xgboost,4,2023-10-19 12:35:00-04:00,2023-10-19 12:45:00-04:00,3,10.0,SHORT,1,4321.125,4340.375,-962.5,5.0,12.5,-980.0,-980.0,306.25,993.75,24,79,0.3449,stop_loss,-317.5,4341.0,4315.0
91,xgboost,4,2023-10-20 11:45:00-04:00,2023-10-20 12:00:00-04:00,4,15.0,LONG,1,4266.375,4266.375,0.0,5.0,12.5,-17.5,-17.5,381.25,356.25,30,28,0.6243,hold_bars,-335.0,4274.0,4259.25
92,xgboost,4,2023-10-20 12:15:00-04:00,2023-10-20 12:30:00-04:00,4,15.0,LONG,1,4265.125,4271.375,312.5,5.0,12.5,295.0,295.0,381.25,293.75,30,23,0.6178,hold_bars,-40.0,4272.75,4259.25
93,xgboost,5,2023-10-20 13:15:00-04:00,2023-10-20 13:30:00-04:00,4,15.0,SHORT,1,4282.125,4277.625,225.0,5.0,12.5,207.5,207.5,693.75,131.25,55,10,0.3695,hold_bars,167.5,4284.75,4268.25
94,xgboost,5,2023-10-23 10:25:00-04:00,2023-10-23 10:40:00-04:00,4,15.0,SHORT,1,4243.625,4249.125,-275.0,5.0,12.5,-292.5,-292.5,368.75,443.75,29,35,0.3479,stop_loss,-125.0,4252.5,4236.25
95,xgboost,5,2023-10-23 12:55:00-04:00,2023-10-23 13:10:00-04:00,4,15.0,SHORT,1,4279.875,4271.375,425.0,5.0,12.5,407.5,407.5,631.25,43.75,50,3,0.3954,hold_bars,282.5,4280.75,4267.25
96,xgboost,5,2023-10-23 14:20:00-04:00,2023-10-23 14:35:00-04:00,4,15.0,SHORT,1,4259.625,4263.625,-200.0,5.0,12.5,-217.5,-217.5,206.25,206.25,16,16,0.3887,hold_bars,65.0,4263.75,4255.5
97,xgboost,5,2023-10-23 15:45:00-04:00,2023-10-24 09:30:00-04:00,4,1065.0,SHORT,1,4248.375,4271.625,-1162.5,5.0,12.5,-1180.0,-1180.0,506.25,1168.75,40,93,0.3989,stop_loss,-1115.0,4271.75,4238.25
98,xgboost,5,2023-10-25 09:35:00-04:00,2023-10-25 09:45:00-04:00,3,10.0,SHORT,1,4242.875,4231.125,587.5,5.0,12.5,570.0,570.0,668.75,206.25,53,16,0.2932,take_profit,-545.0,4247.0,4229.5
99,xgboost,5,2023-10-25 09:55:00-04:00,2023-10-25 10:10:00-04:00,4,15.0,SHORT,1,4235.625,4227.375,412.5,5.0,12.5,395.0,395.0,568.75,18.75,45,1,0.3634,hold_bars,-150.0,4236.0,4224.25
100,xgboost,5,2023-10-25 10:15:00-04:00,2023-10-25 10:30:00-04:00,4,15.0,SHORT,1,4227.375,4231.125,-187.5,5.0,12.5,-205.0,-205.0,156.25,318.75,12,25,0.335,hold_bars,-355.0,4233.75,4224.25
101,xgboost,5,2023-10-25 10:35:00-04:00,2023-10-25 10:50:00-04:00,4,15.0,SHORT,1,4237.625,4236.125,75.0,5.0,12.5,57.5,57.5,493.75,393.75,39,31,0.3708,hold_bars,-297.5,4245.5,4227.75
102,xgboost,5,2023-10-25 11:00:00-04:00,2023-10-25 11:15:00-04:00,4,15.0,SHORT,1,4243.625,4245.625,-100.0,5.0,12.5,-117.5,-117.5,431.25,256.25,34,20,0.3423,hold_bars,-415.0,4248.75,4235.0
103,xgboost,5,2023-10-25 12:35:00-04:00,2023-10-25 12:50:00-04:00,4,15.0,SHORT,1,4224.625,4219.375,262.5,5.0,12.5,245.0,245.0,356.25,218.75,28,17,0.3901,hold_bars,-170.0,4229.0,4217.5
104,xgboost,5,2023-10-25 13:00:00-04:00,2023-10-25 13:15:00-04:00,4,15.0,SHORT,1,4214.875,4219.875,-250.0,5.0,12.5,-267.5,-267.5,81.25,381.25,6,30,0.35,hold_bars,-437.5,4222.5,4213.25
105,xgboost,5,2023-10-25 14:00:00-04:00,2023-10-25 14:15:00-04:00,4,15.0,LONG,1,4209.875,4213.625,187.5,5.0,12.5,170.0,170.0,318.75,118.75,25,9,0.6417,hold_bars,-267.5,4216.25,4207.5
106,xgboost,5,2023-10-25 15:40:00-04:00,2023-10-25 15:55:00-04:00,4,15.0,SHORT,1,4209.625,4210.375,-37.5,5.0,12.5,-55.0,-55.0,81.25,281.25,6,22,0.3352,hold_bars,-322.5,4215.25,4208.0
107,xgboost,5,2023-10-26 09:30:00-04:00,2023-10-26 09:35:00-04:00,2,5.0,LONG,1,4202.125,4190.625,-575.0,5.0,12.5,-592.5,-592.5,143.75,568.75,11,45,0.6173,stop_loss,-915.0,4205.0,4190.75
108,xgboost,5,2023-10-26 09:55:00-04:00,2023-10-26 10:10:00-04:00,4,15.0,SHORT,1,4185.625,4180.875,237.5,5.0,12.5,220.0,220.0,418.75,381.25,33,30,0.3709,hold_bars,-695.0,4193.25,4177.25
