,equity
195,51600.0
196,51632.5
197,51740.0
198,51585.0
199,52130.0
200,52225.0
201,52482.5
202,52702.5
203,52560.0
204,53142.5
205,53200.0
206,53120.0
207,53552.5
208,53710.0
209,54367.5
210,54087.5
211,54795.0
212,55127.5
213,55697.5
214,55655.0
215,55762.5
216,55920.0
217,56340.0
218,56585.0
219,57130.0
220,57250.0
221,57457.5
222,57365.0
223,57822.5
224,57755.0
225,57662.5
226,57557.5
227,57927.5
228,59210.0
229,59992.5
230,60137.5
231,60720.0
232,60740.0
233,61010.0
234,61242.5
235,61487.5
236,61520.0
237,61790.0
238,61835.0
239,62255.0
240,62325.0
241,62920.0
242,63152.5
243,63285.0
244,63680.0
245,63800.0
246,63970.0
247,64252.5
248,64572.5
249,65092.5
250,65212.5
251,65232.5
252,65727.5
253,65672.5
254,65780.0
255,66075.0
256,66232.5
257,66465.0
258,66710.0
259,67242.5
260,67962.5
261,68070.0
262,68090.0
263,68572.5
264,69430.0
265,69475.0
266,69670.0
267,70440.0
268,70635.0
269,71180.0
270,71350.0
271,71707.5
272,71865.0
273,72185.0
274,72292.5
275,72462.5
276,72732.5
277,73052.5
278,73472.5
279,73317.5
280,73312.5
281,73757.5
282,74440.0
283,74560.0
284,75067.5
285,75750.0
286,76145.0
287,76365.0
288,76785.0
289,76730.0
290,76962.5
291,77157.5
292,77427.5
293,77622.5
294,77805.0
295,78100.0
296,78395.0
297,78665.0
298,78885.0
299,79417.5
300,79587.5
301,79782.5
302,80140.0
303,80435.0
304,80780.0
305,81100.0
306,81520.0
307,81802.5
308,82297.5
309,82492.5
310,82937.5
311,82857.5
312,83027.5
313,83235.0
314,83530.0
315,83387.5
316,83182.5
317,83302.5
318,83872.5
319,84117.5
320,84075.0
321,84082.5
322,84227.5
323,84222.5
324,84467.5
325,84600.0
326,85157.5
327,84865.0
328,85385.0
329,85267.5
330,85237.5
331,85357.5
332,85377.5
333,85460.0
334,85617.5
335,85462.5
336,85745.0
337,85727.5
338,85960.0
339,86030.0
340,86262.5
341,86357.5
342,86665.0
343,86885.0
344,86880.0
345,87112.5
346,87057.5
347,87227.5
348,87335.0
349,87492.5
350,87600.0
351,87657.5
352,87940.0
353,88247.5
354,88430.0
355,88612.5
356,88782.5
357,88827.5
358,89060.0
359,89192.5
360,89225.0
361,89195.0
362,89552.5
363,89985.0
364,90167.5
365,90087.5
366,90295.0
367,90590.0
368,90647.5
369,90992.5
370,90812.5
371,90832.5
372,90802.5
373,91035.0
374,91580.0
375,91737.5
376,91832.5
377,92240.0
378,92322.5
379,92430.0
380,92662.5
381,92670.0
382,93315.0
383,93485.0
384,93667.5
385,93925.0
386,94557.5
387,94565.0
388,94685.0
389,94905.0
390,95312.5
391,95682.5
392,95665.0
393,95785.0
394,95755.0
395,95775.0
396,96020.0
397,96152.5
398,97072.5
399,97180.0
400,97350.0
401,97482.5
402,97602.5
403,97672.5
404,97742.5
405,97987.5
406,98095.0
407,98065.0
408,98185.0
409,98455.0
410,98587.5
411,98920.0
412,99240.0
413,99285.0
414,99755.0
415,99925.0
416,100195.0
417,100290.0
418,100385.0
419,100592.5
420,100837.5
421,100982.5
422,101140.0
423,101210.0
424,101255.0
425,101500.0
426,101470.0
427,101652.5
428,101747.5
429,102055.0
430,102325.0
431,102632.5
432,102627.5
433,102860.0
434,102855.0
435,103025.0
436,103095.0
437,103265.0
438,103422.5
439,103467.5
440,103662.5
441,103695.0
442,103815.0
443,103835.0
444,104042.5
445,104162.5
446,104270.0
447,104352.5
448,104385.0
449,104342.5
450,104312.5
451,104270.0
452,104640.0
453,105072.5
454,105130.0
455,105162.5
456,105145.0
457,105352.5
458,105347.5
459,105242.5
460,105225.0
461,105332.5
462,105415.0
463,105397.5
464,105530.0
465,105512.5
466,105857.5
467,106065.0
468,106160.0
469,106142.5
470,106350.0
471,106370.0
472,106390.0
473,106485.0
474,107155.0
475,107375.0
476,107782.5
477,107377.5
478,107635.0
479,107642.5
480,107737.5
481,107832.5
482,108027.5
483,108172.5
484,108230.0
485,108312.5
486,108320.0
487,108302.5
488,108285.0
489,108280.0
490,108300.0
491,108282.5
492,108290.0
493,108335.0
494,108480.0
495,108625.0
496,108645.0
497,108677.5
498,108647.5
499,108680.0
500,108662.5
501,108770.0
502,109215.0
503,109397.5
504,109767.5
505,109862.5
506,110007.5
507,110177.5
508,110235.0
509,110317.5
510,110262.5
511,110332.5
512,110352.5
513,110397.5
514,110592.5
515,110800.0
516,111045.0
517,111515.0
518,111435.0
519,111480.0
520,112075.0
521,111920.0
522,112165.0
523,112460.0
524,112505.0
525,112587.5
526,112745.0
527,113015.0
528,113160.0
529,113767.5
530,113875.0
531,113832.5
532,114127.5
533,114360.0
534,114592.5
535,114475.0
536,114595.0
537,114627.5
538,114972.5
539,115380.0
540,115737.5
541,116057.5
542,116240.0
543,116285.0
544,116530.0
545,116562.5
546,116582.5
547,116527.5
548,116772.5
549,116842.5
550,116925.0
551,116807.5
552,116915.0
553,117447.5
554,117455.0
555,117662.5
556,117795.0
557,117927.5
558,118010.0
559,118192.5
560,118675.0
561,118607.5
562,118690.0
563,118797.5
564,119017.5
565,119250.0
566,119232.5
567,119377.5
568,119610.0
569,119805.0
570,119875.0
571,119995.0
572,120065.0
573,120135.0
574,120892.5
575,121187.5
576,121857.5
577,121865.0
578,122110.0
579,122392.5
580,122675.0
581,123195.0
582,123365.0
583,123747.5
584,123905.0
585,124062.5
586,124145.0
587,124752.5
588,124772.5
589,124730.0
590,124987.5
591,125007.5
592,125090.0
593,125110.0
594,125442.5
595,125650.0
596,125520.0
597,125827.5
598,125972.5
599,126255.0
600,126612.5
601,126707.5
602,126602.5
603,126647.5
604,126805.0
605,127137.5
606,127757.5
607,127765.0
608,127447.5
609,127967.5
610,128575.0
611,128807.5
612,128802.5
613,129272.5
614,129305.0
615,129300.0
616,129332.5
617,129402.5
618,129622.5
619,129755.0
620,129700.0
621,129782.5
622,129927.5
623,129947.5
624,129905.0
625,129862.5
626,129870.0
627,129965.0
628,129960.0
629,130105.0
630,130275.0
631,130632.5
632,130677.5
633,130747.5
634,130717.5
635,130787.5
636,130920.0
637,131002.5
638,131135.0
639,131330.0
640,131450.0
641,131557.5
642,131665.0
643,131697.5
644,131730.0
645,131687.5
646,131670.0
647,131640.0
648,131722.5
649,131705.0
650,131800.0
651,132170.0
652,132415.0
653,132622.5
654,132767.5
655,133087.5
656,133370.0
657,133515.0
658,133610.0
659,133892.5
660,134562.5
661,135120.0
662,135115.0
663,135035.0
664,135217.5
665,135287.5
666,135570.0
667,135502.5
668,135572.5
669,135880.0
670,135812.5
671,135482.5
672,135465.0
673,135472.5
674,135580.0
675,135612.5
676,135632.5
677,135727.5
678,135972.5
679,135980.0
680,135975.0
681,136032.5
682,136702.5
683,137072.5
684,137242.5
685,137400.0
686,137482.5
687,137502.5
688,137585.0
689,137692.5
690,137712.5
691,137595.0
692,137965.0
693,137985.0
694,138155.0
695,138250.0
696,138270.0
697,138477.5
698,139272.5
699,139455.0
700,139737.5
701,139745.0
702,140302.5
703,140547.5
704,141217.5
705,141437.5
706,141570.0
707,141902.5
708,142122.5
709,142417.5
710,142450.0
711,142507.5
712,142477.5
713,142722.5
714,142842.5
715,142787.5
716,142882.5
717,143090.0
718,143310.0
719,143367.5
720,143512.5
721,143745.0
722,143952.5
723,144185.0
724,144167.5
725,144212.5
726,144307.5
727,144602.5
728,144710.0
729,144917.5
730,144925.0
731,145170.0
732,145065.0
733,145097.5
734,145292.5
735,145387.5
736,145470.0
737,145840.0
738,145872.5
739,146055.0
740,146687.5
741,146820.0
742,147715.0
743,148410.0
744,148955.0
745,149375.0
746,149295.0
747,149552.5
748,150060.0
749,150055.0
750,150137.5
751,150532.5
752,150940.0
753,151110.0
754,151380.0
755,151700.0
756,152070.0
757,152377.5
758,152272.5
759,152305.0
760,152612.5
761,152582.5
762,152790.0
763,152835.0
764,152805.0
765,152787.5
766,152782.5
767,152702.5
768,152760.0
769,152830.0
770,152800.0
771,152745.0
772,153377.5
773,153735.0
774,153992.5
775,154362.5
776,154182.5
777,154477.5
778,154610.0
779,154930.0
780,155075.0
781,155245.0
782,155590.0
783,155610.0
784,155842.5
785,155950.0
786,156095.0
787,156277.5
788,156335.0
789,156580.0
790,156612.5
791,156832.5
792,156940.0
793,157135.0
794,157942.5
795,157862.5
796,158007.5
797,158190.0
798,158560.0
799,158667.5
800,159287.5
801,159070.0
802,159127.5
803,159310.0
804,159542.5
805,159800.0
806,159832.5
807,159702.5
808,159910.0
809,160067.5
810,160225.0
811,160457.5
812,160677.5
813,160822.5
814,160942.5
815,161187.5
816,161245.0
817,161415.0
818,161635.0
819,161980.0
820,162200.0
821,162345.0
822,162265.0
823,162247.5
824,162230.0
825,162350.0
826,162307.5
827,162415.0
828,162622.5
829,162717.5
830,162787.5
831,162807.5
832,162865.0
833,163097.5
834,163080.0
835,163312.5
836,163395.0
837,163540.0
838,164047.5
839,164067.5
840,164212.5
841,164320.0
842,164390.0
843,164647.5
844,164817.5
845,164937.5
846,165945.0
847,165815.0
848,166097.5
849,166492.5
850,166662.5
851,166970.0
852,167477.5
853,167722.5
854,167680.0
855,168100.0
856,168220.0
857,168452.5
858,168472.5
859,168905.0
860,169075.0
861,169357.5
862,169527.5
863,169585.0
864,169992.5
865,170075.0
866,170182.5
867,170065.0
868,170247.5
869,170317.5
870,170425.0
871,170557.5
872,170540.0
873,170597.5
874,170805.0
875,170825.0
876,170907.5
877,171027.5
878,171022.5
879,171155.0
880,171275.0
881,171282.5
882,171402.5
883,171622.5
884,171605.0
885,171812.5
886,171895.0
887,172290.0
888,172297.5
889,172517.5
890,172512.5
891,172770.0
892,172927.5
893,173060.0
894,172992.5
895,173137.5
896,173332.5
897,173415.0
898,174572.5
899,174655.0
900,174837.5
901,175107.5
902,175677.5
903,175885.0
904,176005.0
905,176675.0
906,176807.5
907,177177.5
908,177847.5
909,178192.5
910,178200.0
911,178320.0
912,178952.5
913,178897.5
914,178880.0
915,179225.0
916,179320.0
917,179452.5
918,180260.0
919,180317.5
920,180800.0
921,181070.0
922,181265.0
923,181572.5
924,181455.0
925,181675.0
926,181820.0
927,182115.0
928,182222.5
929,182292.5
930,182800.0
931,182845.0
932,182815.0
933,182972.5
934,183017.5
935,183300.0
936,183270.0
937,183515.0
938,183685.0
939,183692.5
940,183812.5
941,184357.5
942,184390.0
943,184660.0
944,184730.0
945,184787.5
946,184882.5
947,185065.0
948,184935.0
949,185167.5
950,185375.0
951,185532.5
952,185702.5
953,185922.5
954,186017.5
955,186037.5
956,186082.5
957,186165.0
958,186260.0
959,186392.5
960,186487.5
961,186695.0
962,186852.5
963,186885.0
964,186917.5
965,187087.5
966,187070.0
967,187077.5
968,187122.5
969,187192.5
970,187250.0
971,187257.5
972,187365.0
973,187472.5
974,187717.5
975,187737.5
976,188232.5
977,188365.0
978,188547.5
979,188730.0
980,188837.5
981,189195.0
982,189540.0
983,190160.0
984,190117.5
985,190475.0
986,190607.5
987,190877.5
988,190935.0
989,191030.0
990,191437.5
991,191457.5
992,191490.0
993,191997.5
994,192380.0
995,192900.0
996,193020.0
997,193027.5
998,193135.0
999,193455.0
1000,193575.0
1001,193895.0
1002,194490.0
1003,194497.5
1004,194805.0
1005,195062.5
1006,195307.5
1007,195440.0
1008,195672.5
1009,195692.5
1010,195850.0
1011,195807.5
1012,195627.5
1013,195697.5
1014,195417.5
1015,195587.5
1016,195657.5
1017,195952.5
1018,195835.0
1019,195942.5
1020,196025.0
1021,195995.0
1022,196377.5
1023,196472.5
1024,196442.5
1025,196462.5
1026,196532.5
1027,196515.0
1028,196510.0
1029,196530.0
1030,196525.0
1031,196557.5
1032,196552.5
1033,197272.5
1034,197405.0
1035,197512.5
1036,197820.0
1037,197802.5
1038,198047.5
1039,198380.0
1040,198500.0
1041,198482.5
1042,198802.5
1043,198822.5
1044,198892.5
1045,199087.5
1046,199107.5
1047,199452.5
1048,199622.5
1049,199992.5
1050,199950.0
1051,200107.5
1052,200252.5
1053,201160.0
1054,201242.5
1055,201500.0
1056,201982.5
1057,202015.0
1058,202022.5
1059,202067.5
1060,202050.0
1061,202320.0
1062,202652.5
1063,202710.0
1064,202867.5
1065,203112.5
1066,203207.5
1067,203290.0
1068,203385.0
1069,203530.0
1070,203562.5
1071,203570.0
1072,203627.5
1073,203547.5
1074,203530.0
1075,203812.5
1076,203907.5
1077,203802.5
1078,203835.0
1079,204042.5
1080,204162.5
1081,204107.5
1082,204290.0
1083,204310.0
1084,204530.0
1085,204587.5
1086,204670.0
1087,204777.5
1088,204710.0
1089,204805.0
1090,204762.5
1091,204895.0
1092,205077.5
1093,205172.5
1094,205217.5
1095,205337.5
1096,205457.5
1097,205577.5
1098,205660.0
1099,205792.5
1100,205975.0
1101,206182.5
1102,206327.5
1103,206360.0
1104,206492.5
1105,206575.0
1106,206757.5
1107,206940.0
1108,207110.0
1109,207267.5
1110,207325.0
1111,207657.5
1112,207865.0
1113,207810.0
1114,208467.5
1115,208425.0
1116,208557.5
1117,208740.0
1118,208710.0
1119,208767.5
1120,208900.0
1121,209007.5
1122,209140.0
1123,209335.0
1124,209030.0
1125,208950.0
1126,209095.0
1127,209140.0
1128,209460.0
1129,209467.5
1130,209387.5
1131,209495.0
1132,209840.0
1133,209885.0
1134,209880.0
1135,209762.5
1136,209732.5
1137,209877.5
1138,209910.0
1139,209930.0
1140,210050.0
1141,210120.0
1142,210090.0
1143,210122.5
1144,210205.0
1145,210612.5
1146,211082.5
1147,211315.0
1148,211485.0
1149,211617.5
1150,212000.0
1151,212382.5
1152,212515.0
1153,212347.5
1154,212755.0
1155,212925.0
1156,213482.5
1157,213765.0
1158,213760.0
1159,214005.0
1160,213812.5
1161,214020.0
1162,214327.5
1163,214322.5
1164,214580.0
1165,214762.5
1166,214782.5
1167,215002.5
1168,215285.0
1169,215380.0
1170,215450.0
1171,215632.5
1172,215602.5
1173,215635.0
1174,215767.5
1175,215887.5
1176,215757.5
1177,215715.0
1178,215747.5
1179,215955.0
1180,216187.5
1181,216770.0
1182,217027.5
1183,217035.0
1184,217130.0
1185,217662.5
1186,218370.0
1187,218715.0
1188,218660.0
1189,218792.5
1190,219387.5
1191,219395.0
1192,219765.0
1193,219922.5
1194,220617.5
1195,220862.5
1196,221095.0
1197,221290.0
1198,221210.0
1199,221430.0
1200,221712.5
1201,222382.5
1202,223377.5
1203,223685.0
1204,224042.5
1205,224200.0
1206,224157.5
1207,224452.5
1208,224772.5
1209,225055.0
1210,225537.5
1211,225757.5
1212,225890.0
1213,225997.5
1214,226067.5
1215,226275.0
1216,226345.0
1217,226327.5
1218,226460.0
1219,226667.5
1220,226712.5
1221,227545.0
1222,227815.0
1223,228022.5
1224,228105.0
1225,228412.5
1226,228395.0
1227,228615.0
1228,228897.5
1229,228855.0
1230,229237.5
1231,229357.5
1232,229277.5
1233,229872.5
1234,229955.0
1235,230462.5
1236,230582.5
1237,230990.0
1238,231247.5
1239,231505.0
1240,231462.5
1241,231682.5
1242,231890.0
1243,231872.5
1244,232292.5
1245,232525.0
1246,232907.5
1247,232952.5
1248,233035.0
1249,233230.0
1250,233312.5
1251,233407.5
1252,233615.0
1253,233535.0
1254,233742.5
1255,233875.0
1256,233795.0
1257,233952.5
1258,234060.0
1259,234180.0
1260,234487.5
1261,234545.0
1262,234477.5
1263,234785.0
1264,235017.5
1265,235087.5
1266,235170.0
1267,235340.0
1268,235397.5
1269,235442.5
1270,235600.0
1271,235757.5
1272,235665.0
1273,235647.5
1274,235767.5
1275,235637.5
1276,235870.0
1277,235677.5
1278,235960.0
1279,236292.5
1280,236437.5
1281,236507.5
1282,236727.5
1283,236872.5
1284,236980.0
1285,236937.5
1286,236857.5
1287,237127.5
1288,237335.0
1289,237255.0
1290,237575.0
1291,237907.5
1292,238115.0
1293,238397.5
1294,238342.5
1295,238462.5
1296,238570.0
1297,238540.0
1298,238497.5
1299,238730.0
1300,238675.0
1301,238757.5
1302,238990.0
1303,239022.5
1304,239167.5
1305,239187.5
1306,239270.0
1307,239252.5
1308,239335.0
1309,239217.5
1310,239175.0
1311,239232.5
1312,239390.0
1313,239597.5
1314,239692.5
1315,239712.5
1316,239795.0
1317,239827.5
1318,239910.0
1319,239917.5
1320,239950.0
1321,240157.5
1322,240515.0
1323,240572.5
1324,240730.0
1325,240775.0
1326,240845.0
1327,240852.5
1328,241047.5
1329,241130.0
1330,241237.5
1331,241445.0
1332,241665.0
1333,241797.5
1334,241767.5
1335,241900.0
1336,242032.5
1337,242190.0
1338,242160.0
1339,242267.5
1340,242412.5
1341,242470.0
1342,242427.5
1343,242910.0
1344,243105.0
1345,243275.0
1346,243232.5
1347,243352.5
1348,243785.0
1349,243942.5
1350,243962.5
1351,243870.0
1352,244215.0
1353,244285.0
1354,244392.5
1355,244500.0
1356,244820.0
1357,245477.5
1358,245572.5
1359,245680.0
1360,246012.5
1361,246057.5
1362,246190.0
1363,246260.0
1364,246405.0
1365,246637.5
1366,246695.0
1367,247377.5
1368,247772.5
1369,247830.0
1370,247825.0
1371,247870.0
1372,248140.0
1373,248310.0
1374,248867.5
1375,248900.0
1376,249070.0
1377,249102.5
1378,249085.0
1379,249180.0
1380,249200.0
1381,249332.5
1382,249427.5
1383,249685.0
1384,249642.5
1385,249550.0
1386,249220.0
1387,249490.0
1388,249747.5
1389,250242.5
1390,249887.5
1391,250095.0
1392,250490.0
1393,250285.0
1394,250205.0
1395,250775.0
1396,250970.0
1397,251390.0
1398,251947.5
1399,251530.0
1400,251950.0
1401,252145.0
1402,251777.5
1403,251872.5
1404,251892.5
1405,252237.5
1406,252345.0
1407,252440.0
1408,252697.5
1409,252767.5
1410,253075.0
1411,253170.0
1412,253215.0
1413,253697.5
1414,253617.5
1415,254300.0
1416,255195.0
1417,255577.5
1418,255722.5
1419,256255.0
1420,256337.5
1421,256245.0
1422,256365.0
1423,256060.0
1424,256705.0
1425,257337.5
1426,257957.5
1427,258340.0
1428,258997.5
1429,258767.5
1430,258825.0
1431,258770.0
1432,258465.0
1433,258960.0
1434,259317.5
1435,259450.0
1436,259882.5
1437,259990.0
1438,259997.5
1439,260167.5
1440,260287.5
1441,260432.5
1442,261040.0
1443,261172.5
1444,261667.5
1445,261837.5
1446,262332.5
1447,262515.0
1448,262660.0
1449,263280.0
1450,263975.0
1451,264432.5
1452,265052.5
1453,265322.5
1454,265680.0
1455,265587.5
1456,265632.5
1457,265302.5
1458,263422.5
1459,263905.0
1460,264412.5
1461,265270.0
1462,265415.0
1463,265622.5
1464,265905.0
1465,266612.5
1466,266395.0
1467,266227.5
1468,266685.0
1469,266980.0
1470,267325.0
1471,267582.5
1472,268440.0
1473,268960.0
1474,269692.5
1475,269750.0
1476,269745.0
1477,270265.0
1478,270735.0
1479,271317.5
1480,271712.5
1481,272207.5
1482,272340.0
1483,272635.0
1484,272742.5
1485,272487.5
1486,272557.5
1487,272602.5
1488,273085.0
1489,273155.0
1490,273300.0
1491,273495.0
1492,274015.0
1493,274085.0
1494,274355.0
1495,274975.0
1496,275357.5
1497,275865.0
1498,275910.0
1499,276030.0
1500,275675.0
1501,276157.5
1502,276652.5
1503,277310.0
1504,277205.0
1505,277312.5
1506,277532.5
1507,277865.0
1508,278010.0
1509,278455.0
1510,278862.5
1511,279007.5
1512,279302.5
1513,279635.0
1514,280117.5
1515,280850.0
1516,280732.5
1517,281227.5
1518,281435.0
1519,281955.0
1520,282062.5
1521,282182.5
1522,282327.5
1523,282422.5
1524,282580.0
1525,282875.0
1526,282832.5
1527,282840.0
1528,283097.5
1529,283455.0
1530,283500.0
1531,284070.0
1532,284252.5
1533,284310.0
1534,284742.5
1535,284787.5
1536,285295.0
1537,285477.5
1538,285722.5
1539,285792.5
1540,285837.5
1541,286370.0
1542,286027.5
1543,286010.0
1544,286380.0
1545,286675.0
1546,286957.5
1547,287302.5
1548,287247.5
1549,287730.0
1550,287875.0
1551,287932.5
1552,288002.5
1553,288022.5
1554,288017.5
1555,287975.0
1556,288145.0
1557,288215.0
1558,288360.0
1559,288605.0
1560,288650.0
1561,289320.0
1562,289215.0
1563,289297.5
1564,289705.0
1565,289750.0
1566,290045.0
1567,290152.5
1568,290247.5
1569,290242.5
1570,290287.5
1571,290482.5
1572,290602.5
1573,291022.5
1574,291405.0
1575,292075.0
1576,292195.0
1577,292377.5
1578,292547.5
1579,293267.5
1580,293100.0
1581,293445.0
1582,293590.0
1583,293922.5
1584,294130.0
1585,294462.5
1586,294745.0
1587,294852.5
1588,295072.5
1589,295217.5
1590,295412.5
1591,296095.0
1592,297265.0
1593,297847.5
1594,298305.0
1595,298587.5
1596,298770.0
1597,298690.0
1598,298897.5
1599,299005.0
1600,299062.5
1601,299657.5
1602,300515.0
1603,300785.0
1604,301330.0
1605,301587.5
1606,301607.5
1607,301815.0
1608,301997.5
1609,302155.0
1610,302125.0
1611,302195.0
1612,302202.5
1613,302272.5
1614,302242.5
1615,302287.5
1616,302595.0
1617,302752.5
1618,302772.5
1619,302805.0
1620,302750.0
1621,302757.5
1622,302802.5
1623,302922.5
1624,303142.5
1625,303212.5
1626,303382.5
1627,303415.0
1628,303572.5
1629,303717.5
1630,303762.5
1631,303857.5
1632,303802.5
1633,303735.0
1634,303855.0
1635,303900.0
1636,304220.0
1637,304352.5
1638,304547.5
1639,304880.0
1640,305025.0
1641,305095.0
1642,305052.5
1643,305197.5
1644,305192.5
1645,305337.5
1646,305595.0
1647,305877.5
1648,306035.0
1649,306317.5
1650,306350.0
1651,306545.0
1652,306652.5
1653,306522.5
1654,306730.0
1655,306837.5
1656,307170.0
1657,307402.5
1658,307897.5
1659,307892.5
1660,308050.0
1661,308245.0
1662,308402.5
1663,308385.0
1664,308517.5
1665,308587.5
1666,308595.0
1667,308702.5
1668,308785.0
1669,308780.0
1670,309025.0
1671,309170.0
1672,309265.0
1673,309460.0
1674,309580.0
1675,309600.0
1676,309582.5
1677,309615.0
1678,309547.5
1679,309680.0
1680,309787.5
1681,309932.5
1682,310402.5
1683,310685.0
1684,310680.0
1685,311025.0
1686,311007.5
1687,311065.0
1688,311085.0
1689,311242.5
1690,311575.0
1691,312020.0
1692,312115.0
1693,312310.0
1694,312642.5
1695,312587.5
1696,312582.5
1697,312627.5
1698,312635.0
1699,312817.5
1700,312725.0
1701,312770.0
1702,312877.5
1703,313035.0
1704,313317.5
1705,313562.5
1706,313482.5
1707,313565.0
1708,313560.0
1709,313667.5
1710,313700.0
1711,313770.0
1712,314077.5
1713,313985.0
1714,314080.0
1715,314175.0
1716,314232.5
1717,314177.5
1718,314297.5
1719,314417.5
1720,314437.5
1721,314582.5
1722,314515.0
1723,314635.0
1724,314767.5
1725,314912.5
1726,315057.5
1727,315052.5
1728,315160.0
1729,315292.5
1730,315375.0
1731,315545.0
1732,315765.0
1733,315910.0
1734,316030.0
1735,316162.5
1736,316120.0
1737,316252.5
1738,316447.5
1739,316492.5
1740,316450.0
1741,316607.5
1742,316740.0
1743,316872.5
1744,316905.0
1745,316950.0
1746,316907.5
1747,317002.5
1748,317097.5
1749,317117.5
1750,317125.0
1751,317157.5
1752,317077.5
1753,317122.5
1754,317092.5
1755,317700.0
1756,318095.0
1757,318340.0
1758,318460.0
1759,319092.5
1760,319812.5
1761,319870.0
1762,320015.0
1763,320197.5
1764,320492.5
1765,321012.5
1766,321232.5
1767,321652.5
1768,322047.5
1769,322105.0
1770,322625.0
1771,322857.5
1772,323015.0
1773,323122.5
1774,323442.5
1775,323487.5
1776,323545.0
1777,323865.0
1778,323947.5
1779,324180.0
1780,324200.0
1781,324370.0
1782,324415.0
1783,324447.5
1784,324455.0
1785,324550.0
1786,324607.5
1787,324590.0
1788,324585.0
1789,324580.0
1790,324650.0
1791,324757.5
1792,325127.5
1793,325060.0
1794,325355.0
1795,325387.5
1796,325345.0
1797,325390.0
1798,325597.5
1799,325642.5
1800,325775.0
1801,325907.5
1802,326227.5
1803,326472.5
1804,326592.5
1805,326712.5
1806,326695.0
1807,326802.5
1808,327172.5
1809,327180.0
1810,327325.0
1811,327407.5
1812,327465.0
1813,327910.0
1814,328230.0
1815,328187.5
1816,328545.0
1817,328690.0
1818,328835.0
1819,328767.5
1820,328800.0
1821,328857.5
1822,329377.5
1823,329710.0
1824,330230.0
1825,330725.0
1826,330920.0
1827,331052.5
1828,331247.5
1829,331480.0
1830,331662.5
1831,331882.5
1832,332240.0
1833,332985.0
1834,333555.0
1835,334137.5
1836,334470.0
1837,334590.0
1838,334872.5
1839,335580.0
1840,335550.0
1841,335807.5
1842,336052.5
1843,336335.0
1844,336567.5
1845,337262.5
1846,337595.0
1847,338077.5
1848,337797.5
1849,338405.0
1850,338762.5
1851,338895.0
1852,339027.5
1853,339197.5
1854,339205.0
1855,339400.0
1856,339557.5
1857,339990.0
1858,340435.0
1859,340417.5
1860,340475.0
1861,340532.5
1862,340590.0
1863,340610.0
1864,340692.5
1865,340825.0
1866,340945.0
1867,341102.5
1868,341035.0
1869,341217.5
1870,341362.5
1871,341507.5
1872,341502.5
1873,341635.0
