,equity
469,-14445.0
470,-14600.0
471,-14517.5
472,-13510.0
473,-13815.0
474,-13520.0
475,-12725.0
476,-12592.5
477,-13297.5
478,-13240.0
479,-13020.0
480,-13500.0
481,-12917.5
482,-13210.0
483,-13502.5
484,-13007.5
485,-12987.5
486,-13005.0
487,-13147.5
488,-13490.0
489,-13782.5
490,-14012.5
491,-13330.0
492,-12847.5
493,-12715.0
494,-11732.5
495,-12112.5
496,-12530.0
497,-12610.0
498,-12177.5
499,-11920.0
500,-11700.0
501,-11667.5
502,-12247.5
503,-12190.0
504,-11695.0
505,-11350.0
506,-11205.0
507,-11585.0
508,-11615.0
509,-11257.5
510,-11075.0
511,-11592.5
512,-11547.5
513,-11602.5
514,-11907.5
515,-11612.5
516,-11417.5
517,-10860.0
518,-9290.0
519,-9870.0
520,-9850.0
521,-9492.5
522,-8772.5
523,-8965.0
524,-8845.0
525,-8950.0
526,-9117.5
527,-9422.5
528,-9077.5
529,-9382.5
530,-10162.5
531,-10330.0
532,-10310.0
533,-10327.5
534,-10270.0
535,-11437.5
536,-10267.5
537,-10910.0
538,-10452.5
539,-10807.5
540,-11112.5
541,-11980.0
542,-12047.5
543,-11890.0
544,-11995.0
545,-11925.0
546,-12105.0
547,-12297.5
548,-12465.0
549,-12607.5
550,-12800.0
551,-12892.5
552,-12710.0
553,-12815.0
554,-12707.5
555,-12700.0
556,-12730.0
557,-12722.5
558,-12752.5
559,-13082.5
560,-13275.0
561,-13067.5
562,-13122.5
563,-13140.0
564,-12932.5
565,-12925.0
566,-12792.5
567,-12710.0
568,-12777.5
569,-13095.0
570,-13062.5
571,-13092.5
572,-12960.0
573,-12952.5
574,-12870.0
575,-12887.5
576,-12792.5
577,-12985.0
578,-13015.0
579,-13307.5
580,-13600.0
581,-14267.5
582,-14160.0
583,-14152.5
584,-14307.5
585,-14387.5
586,-14480.0
587,-14622.5
588,-14690.0
589,-13945.0
590,-14587.5
591,-14880.0
592,-15160.0
593,-14815.0
594,-14607.5
595,-15600.0
596,-15705.0
597,-16085.0
598,-16040.0
599,-16195.0
600,-15862.5
601,-15317.5
602,-15147.5
603,-15765.0
604,-16070.0
605,-15962.5
606,-15880.0
607,-16135.0
608,-16915.0
609,-16470.0
610,-16487.5
611,-16405.0
612,-16685.0
613,-16740.0
614,-17220.0
615,-17575.0
616,-17317.5
617,-17635.0
618,-17702.5
619,-17520.0
620,-17825.0
621,-18242.5
622,-18235.0
623,-18165.0
624,-18470.0
625,-18300.0
626,-18280.0
627,-18260.0
628,-18065.0
629,-18195.0
630,-18512.5
631,-18567.5
632,-18522.5
633,-18540.0
634,-18557.5
635,-18587.5
636,-18605.0
637,-18947.5
638,-18890.0
639,-18757.5
640,-18912.5
641,-19005.0
642,-19435.0
643,-19215.0
644,-19095.0
645,-18737.5
646,-18930.0
647,-18835.0
648,-18990.0
649,-19107.5
650,-19150.0
651,-19080.0
652,-19535.0
653,-19890.0
654,-19957.5
655,-20087.5
656,-20480.0
657,-20110.0
658,-20040.0
659,-19695.0
660,-19550.0
661,-19555.0
662,-19747.5
663,-19965.0
664,-19682.5
665,-19750.0
666,-19755.0
667,-19722.5
668,-19577.5
669,-19457.5
670,-19287.5
671,-19267.5
672,-19347.5
673,-19390.0
674,-19445.0
675,-19487.5
676,-19230.0
677,-18985.0
678,-19302.5
679,-19182.5
680,-19175.0
681,-19117.5
682,-19235.0
683,-19190.0
684,-18995.0
685,-18887.5
686,-19055.0
687,-19022.5
688,-19190.0
689,-19382.5
690,-19525.0
691,-19405.0
692,-19410.0
693,-18852.5
694,-18607.5
695,-18300.0
696,-18442.5
697,-18172.5
698,-18215.0
699,-17832.5
700,-18162.5
701,-18180.0
702,-17835.0
703,-17852.5
704,-18170.0
705,-17937.5
706,-17780.0
707,-17860.0
708,-18077.5
709,-18020.0
710,-18237.5
711,-18767.5
712,-18547.5
713,-17927.5
714,-17895.0
715,-18025.0
716,-18067.5
717,-18260.0
718,-18590.0
719,-18070.0
720,-17587.5
721,-17867.5
722,-18360.0
723,-17790.0
724,-17232.5
725,-17212.5
726,-16942.5
727,-17222.5
728,-17227.5
729,-16595.0
730,-16562.5
731,-16580.0
732,-16597.5
733,-17040.0
734,-16407.5
735,-16262.5
736,-16617.5
737,-16747.5
738,-16727.5
739,-16807.5
740,-16975.0
741,-16905.0
742,-17085.0
743,-17565.0
744,-17895.0
745,-17862.5
746,-17842.5
747,-17747.5
748,-17615.0
749,-17607.5
750,-17612.5
751,-14817.5
752,-14397.5
753,-14252.5
754,-14370.0
755,-14525.0
756,-14392.5
757,-14597.5
758,-14465.0
759,-14632.5
760,-14387.5
761,-14105.0
762,-14572.5
763,-14902.5
764,-15295.0
765,-15137.5
766,-15167.5
767,-15360.0
768,-15077.5
769,-15082.5
770,-14650.0
771,-13942.5
772,-14247.5
773,-14527.5
774,-14257.5
775,-14100.0
776,-13317.5
777,-13097.5
778,-12752.5
779,-9757.5
780,-9475.0
781,-9892.5
782,-10347.5
783,-10490.0
784,-10882.5
785,-11250.0
786,-11167.5
787,-11135.0
788,-11140.0
789,-11432.5
790,-11537.5
791,-11880.0
792,-10885.0
793,-11190.0
794,-10957.5
795,-10425.0
796,-10030.0
797,-10260.0
798,-9265.0
799,-9082.5
800,-10325.0
801,-11092.5
802,-11735.0
803,-12165.0
804,-11570.0
805,-11225.0
806,-11905.0
807,-12397.5
808,-12677.5
809,-12745.0
810,-13037.5
811,-13167.5
812,-13135.0
813,-13240.0
814,-13120.0
815,-13025.0
816,-13092.5
817,-13497.5
818,-12915.0
819,-13357.5
820,-13300.0
821,-13167.5
822,-13485.0
823,-13627.5
824,-13820.0
825,-13975.0
826,-14355.0
827,-14247.5
828,-14027.5
829,-13707.5
830,-13275.0
831,-13505.0
832,-13222.5
833,-13452.5
834,-13770.0
835,-14462.5
836,-14792.5
837,-16147.5
838,-16040.0
839,-16145.0
840,-16125.0
841,-15905.0
842,-15847.5
843,-15777.5
844,-15145.0
845,-15162.5
846,-15880.0
847,-16160.0
848,-16440.0
849,-16207.5
850,-16000.0
851,-15830.0
852,-16160.0
853,-15802.5
854,-16032.5
855,-15712.5
856,-16055.0
857,-15997.5
858,-15952.5
859,-16082.5
860,-14187.5
861,-13605.0
862,-12785.0
863,-12452.5
864,-12482.5
865,-12687.5
866,-12755.0
867,-12760.0
868,-12890.0
869,-13345.0
870,-12900.0
871,-12855.0
872,-13310.0
873,-13327.5
874,-13532.5
875,-12950.0
876,-12655.0
877,-12510.0
878,-12477.5
879,-12482.5
880,-12812.5
881,-12642.5
882,-12335.0
883,-12002.5
884,-12407.5
885,-13087.5
886,-13080.0
887,-13372.5
888,-13277.5
889,-12645.0
890,-12162.5
891,-12367.5
892,-12235.0
893,-11677.5
894,-11582.5
895,-11825.0
896,-12030.0
897,-12385.0
898,-12590.0
899,-11582.5
900,-12062.5
901,-11605.0
902,-11347.5
903,-11827.5
904,-12345.0
905,-11387.5
906,-11380.0
907,-11497.5
908,-11202.5
909,-10520.0
910,-10900.0
911,-11267.5
912,-10897.5
913,-11002.5
914,-10720.0
915,-10437.5
916,-10567.5
917,-10760.0
918,-10690.0
919,-9845.0
920,-9587.5
921,-9330.0
922,-9135.0
923,-9090.0
924,-9382.5
925,-10025.0
926,-9930.0
927,-9797.5
928,-9802.5
929,-9807.5
930,-8562.5
931,-7855.0
932,-8835.0
933,-9327.5
934,-9682.5
935,-9150.0
936,-9580.0
937,-9547.5
938,-9415.0
939,-9382.5
940,-9100.0
941,-9092.5
942,-8922.5
943,-8690.0
944,-9082.5
945,-8775.0
946,-9092.5
947,-8722.5
948,-8527.5
949,-8557.5
950,-8512.5
951,-8555.0
952,-8397.5
953,-8990.0
954,-9295.0
955,-9587.5
956,-9455.0
957,-9547.5
958,-9752.5
959,-9820.0
960,-9862.5
961,-9405.0
962,-9460.0
963,-11440.0
964,-11832.5
965,-12112.5
966,-11705.0
967,-11972.5
968,-11990.0
969,-11920.0
970,-12337.5
971,-12967.5
972,-13347.5
973,-13377.5
974,-13607.5
975,-13900.0
976,-13517.5
977,-14097.5
978,-14515.0
979,-13995.0
980,-13712.5
981,-13530.0
982,-13222.5
983,-12165.0
984,-12995.0
985,-12312.5
986,-12780.0
987,-12422.5
988,-12715.0
989,-12695.0
990,-12762.5
991,-12742.5
992,-12885.0
993,-12652.5
994,-12895.0
995,-13287.5
996,-13342.5
997,-13622.5
998,-14002.5
999,-13832.5
1000,-13725.0
1001,-13467.5
1002,-13622.5
1003,-13527.5
1004,-13907.5
1005,-14075.0
1006,-14155.0
1007,-14122.5
1008,-13990.0
1009,-14207.5
1010,-14125.0
1011,-14055.0
1012,-14197.5
1013,-14090.0
1014,-14407.5
1015,-15050.0
1016,-14992.5
1017,-14997.5
1018,-14940.0
1019,-15145.0
1020,-15225.0
1021,-15255.0
1022,-15697.5
1023,-15677.5
1024,-15820.0
1025,-15950.0
1026,-16080.0
1027,-16360.0
1028,-16427.5
1029,-17470.0
1030,-17625.0
1031,-17992.5
1032,-17910.0
1033,-18302.5
1034,-17957.5
1035,-17750.0
1036,-17480.0
1037,-17297.5
1038,-17115.0
1039,-15570.0
1040,-15450.0
1041,-15342.5
1042,-15485.0
1043,-15402.5
1044,-16632.5
1045,-16737.5
1046,-16780.0
1047,-17297.5
1048,-17727.5
1049,-17145.0
1050,-17425.0
1051,-17255.0
1052,-16960.0
1053,-16715.0
1054,-16895.0
1055,-17600.0
1056,-17542.5
1057,-17660.0
1058,-17840.0
1059,-18257.5
1060,-18512.5
1061,-18280.0
1062,-18760.0
1063,-18752.5
1064,-18657.5
1065,-18925.0
1066,-19167.5
1067,-19247.5
1068,-19540.0
1069,-20457.5
1070,-20800.0
1071,-20905.0
1072,-21160.0
1073,-20990.0
1074,-21382.5
1075,-21237.5
1076,-21367.5
1077,-21697.5
1078,-22065.0
1079,-22257.5
1080,-22625.0
1081,-22442.5
1082,-22735.0
1083,-23090.0
1084,-22757.5
1085,-22712.5
1086,-23617.5
1087,-22885.0
1088,-22402.5
1089,-21945.0
1090,-21562.5
1091,-21705.0
1092,-20872.5
1093,-21040.0
1094,-21357.5
1095,-21637.5
1096,-21392.5
1097,-21335.0
1098,-21440.0
1099,-21757.5
1100,-22050.0
1101,-22505.0
1102,-22772.5
1103,-22452.5
1104,-22470.0
1105,-22625.0
1106,-21980.0
1107,-22010.0
1108,-22177.5
1109,-22182.5
1110,-22112.5
1111,-22280.0
1112,-21947.5
1113,-22090.0
1114,-22157.5
1115,-22075.0
1116,-22117.5
1117,-22260.0
1118,-21790.0
1119,-21782.5
1120,-21875.0
1121,-21867.5
1122,-22010.0
1123,-21952.5
1124,-21895.0
1125,-21912.5
1126,-21867.5
1127,-21610.0
1128,-21440.0
1129,-21607.5
1130,-21625.0
1131,-21567.5
1132,-21460.0
1133,-21440.0
1134,-21370.0
1135,-21462.5
1136,-21655.0
1137,-21560.0
1138,-21265.0
1139,-21095.0
1140,-20862.5
1141,-20792.5
1142,-20422.5
1143,-20540.0
1144,-20470.0
1145,-20637.5
1146,-20917.5
1147,-20847.5
1148,-20765.0
1149,-20857.5
1150,-21062.5
1151,-20917.5
1152,-21185.0
1153,-21140.0
1154,-21232.5
1155,-21075.0
1156,-20942.5
1157,-21760.0
1158,-22115.0
1159,-21932.5
1160,-22225.0
1161,-22430.0
1162,-22235.0
1163,-22427.5
1164,-22707.5
1165,-22762.5
1166,-23105.0
1167,-24547.5
