trade_id,model,fold,entry_time,exit_time,bars_held,time_held_min,direction,contracts,entry_price,exit_price,gross_pnl,commission,slippage,net_pnl,pnl_per_contract,mfe,mae,mfe_ticks,mae_ticks,entry_signal,exit_reason,cumulative_pnl,high_during,low_during
25,lightgbm,2,2023-10-03 14:35:00-04:00,2023-10-03 14:50:00-04:00,4,15.0,SHORT,1,4260.875,4262.875,-100.0,5.0,12.5,-117.5,-117.5,243.75,218.75,19,17,0.3427,hold_bars,3020.0,4265.25,4256.0
26,lightgbm,2,2023-10-03 15:00:00-04:00,2023-10-03 15:15:00-04:00,4,15.0,SHORT,1,4261.375,4257.875,175.0,5.0,12.5,157.5,157.5,343.75,168.75,27,13,0.3865,hold_bars,3177.5,4264.75,4254.5
27,lightgbm,2,2023-10-03 15:55:00-04:00,2023-10-04 09:30:00-04:00,2,1055.0,SHORT,1,4266.375,4276.375,-500.0,5.0,12.5,-517.5,-517.5,331.25,543.75,26,43,0.3882,stop_loss,2660.0,4277.25,4259.75
28,lightgbm,2,2023-10-04 11:15:00-04:00,2023-10-04 11:30:00-04:00,4,15.0,SHORT,1,4276.625,4275.625,50.0,5.0,12.5,32.5,32.5,456.25,118.75,36,9,0.3524,hold_bars,2692.5,4279.0,4267.5
29,lightgbm,2,2023-10-04 11:35:00-04:00,2023-10-04 11:45:00-04:00,3,10.0,SHORT,1,4276.625,4282.375,-287.5,5.0,12.5,-305.0,-305.0,306.25,456.25,24,36,0.3827,stop_loss,2387.5,4285.75,4270.5
30,lightgbm,2,2023-10-04 13:20:00-04:00,2023-10-04 13:35:00-04:00,4,15.0,LONG,1,4279.375,4276.375,-150.0,5.0,12.5,-167.5,-167.5,268.75,368.75,21,29,0.6089,hold_bars,2220.0,4284.75,4272.0
31,lightgbm,2,2023-10-05 10:20:00-04:00,2023-10-05 10:35:00-04:00,4,15.0,LONG,1,4275.875,4265.625,-512.5,5.0,12.5,-530.0,-530.0,431.25,543.75,34,43,0.6151,stop_loss,1690.0,4284.5,4265.0
32,lightgbm,2,2023-10-05 13:35:00-04:00,2023-10-05 13:50:00-04:00,4,15.0,LONG,1,4284.375,4284.625,12.5,5.0,12.5,-5.0,-5.0,218.75,268.75,17,21,0.6218,hold_bars,1685.0,4288.75,4279.0
33,lightgbm,2,2023-10-06 10:20:00-04:00,2023-10-06 10:30:00-04:00,3,10.0,SHORT,1,4271.875,4280.625,-437.5,5.0,12.5,-455.0,-455.0,943.75,606.25,75,48,0.3074,stop_loss,1230.0,4284.0,4253.0
34,lightgbm,3,2023-10-06 13:15:00-04:00,2023-10-06 13:30:00-04:00,4,15.0,SHORT,1,4337.625,4345.625,-400.0,5.0,12.5,-417.5,-417.5,93.75,393.75,7,31,0.3842,stop_loss,812.5,4345.5,4335.75
35,lightgbm,3,2023-10-06 15:00:00-04:00,2023-10-06 15:15:00-04:00,4,15.0,LONG,1,4350.125,4349.625,-25.0,5.0,12.5,-42.5,-42.5,218.75,93.75,17,7,0.6243,hold_bars,770.0,4354.5,4348.25
36,lightgbm,3,2023-10-09 09:35:00-04:00,2023-10-09 09:40:00-04:00,2,5.0,SHORT,1,4326.375,4332.125,-287.5,5.0,12.5,-305.0,-305.0,318.75,293.75,25,23,0.3637,stop_loss,465.0,4332.25,4320.0
37,lightgbm,3,2023-10-09 12:25:00-04:00,2023-10-09 12:40:00-04:00,4,15.0,LONG,1,4337.875,4334.125,-187.5,5.0,12.5,-205.0,-205.0,268.75,206.25,21,16,0.671,hold_bars,260.0,4343.25,4333.75
38,lightgbm,3,2023-10-09 13:50:00-04:00,2023-10-09 14:05:00-04:00,4,15.0,SHORT,1,4364.875,4370.375,-275.0,5.0,12.5,-292.5,-292.5,118.75,381.25,9,30,0.3753,stop_loss,-32.5,4372.5,4362.5
39,lightgbm,4,2023-10-16 09:35:00-04:00,2023-10-16 09:50:00-04:00,4,15.0,SHORT,1,4385.375,4386.125,-37.5,5.0,12.5,-55.0,-55.0,331.25,231.25,26,18,0.3948,hold_bars,-87.5,4390.0,4378.75
40,lightgbm,4,2023-10-16 10:05:00-04:00,2023-10-16 10:10:00-04:00,2,5.0,SHORT,1,4385.375,4392.625,-362.5,5.0,12.5,-380.0,-380.0,256.25,406.25,20,32,0.3513,stop_loss,-467.5,4393.5,4380.25
41,lightgbm,4,2023-10-16 11:15:00-04:00,2023-10-16 11:30:00-04:00,4,15.0,LONG,1,4406.375,4406.625,12.5,5.0,12.5,-5.0,-5.0,193.75,56.25,15,4,0.6308,hold_bars,-472.5,4410.25,4405.25
42,lightgbm,4,2023-10-16 15:30:00-04:00,2023-10-16 15:45:00-04:00,4,15.0,LONG,1,4406.375,4405.125,-62.5,5.0,12.5,-80.0,-80.0,293.75,81.25,23,6,0.6241,hold_bars,-552.5,4412.25,4404.75
43,lightgbm,4,2023-10-17 13:00:00-04:00,2023-10-17 13:15:00-04:00,4,15.0,LONG,1,4408.375,4407.625,-37.5,5.0,12.5,-55.0,-55.0,181.25,118.75,14,9,0.6559,hold_bars,-607.5,4412.0,4406.0
44,lightgbm,5,2023-10-20 15:20:00-04:00,2023-10-20 15:35:00-04:00,4,15.0,SHORT,1,4258.125,4258.625,-25.0,5.0,12.5,-42.5,-42.5,218.75,406.25,17,32,0.3728,hold_bars,-650.0,4266.25,4253.75
45,lightgbm,5,2023-10-23 09:55:00-04:00,2023-10-23 10:10:00-04:00,4,15.0,LONG,1,4242.125,4244.875,137.5,5.0,12.5,120.0,120.0,181.25,381.25,14,30,0.6099,hold_bars,-530.0,4245.75,4234.5
46,lightgbm,5,2023-10-23 11:10:00-04:00,2023-10-23 11:25:00-04:00,4,15.0,SHORT,1,4255.625,4259.625,-200.0,5.0,12.5,-217.5,-217.5,281.25,368.75,22,29,0.3963,hold_bars,-747.5,4263.0,4250.0
47,lightgbm,5,2023-10-23 15:45:00-04:00,2023-10-24 09:30:00-04:00,4,1065.0,SHORT,1,4248.375,4271.625,-1162.5,5.0,12.5,-1180.0,-1180.0,506.25,1168.75,40,93,0.3915,stop_loss,-1927.5,4271.75,4238.25
48,lightgbm,5,2023-10-25 09:55:00-04:00,2023-10-25 10:10:00-04:00,4,15.0,SHORT,1,4235.625,4227.375,412.5,5.0,12.5,395.0,395.0,568.75,18.75,45,1,0.336,hold_bars,-1532.5,4236.0,4224.25
49,lightgbm,5,2023-10-25 10:15:00-04:00,2023-10-25 10:30:00-04:00,4,15.0,SHORT,1,4227.375,4231.125,-187.5,5.0,12.5,-205.0,-205.0,156.25,318.75,12,25,0.3902,hold_bars,-1737.5,4233.75,4224.25
50,lightgbm,5,2023-10-25 10:40:00-04:00,2023-10-25 10:45:00-04:00,2,5.0,SHORT,1,4235.875,4242.375,-325.0,5.0,12.5,-342.5,-342.5,68.75,481.25,5,38,0.3635,stop_loss,-2080.0,4245.5,4234.5
51,lightgbm,5,2023-10-25 11:00:00-04:00,2023-10-25 11:15:00-04:00,4,15.0,SHORT,1,4243.625,4245.625,-100.0,5.0,12.5,-117.5,-117.5,431.25,256.25,34,20,0.3619,hold_bars,-2197.5,4248.75,4235.0
52,lightgbm,5,2023-10-25 12:35:00-04:00,2023-10-25 12:50:00-04:00,4,15.0,SHORT,1,4224.625,4219.375,262.5,5.0,12.5,245.0,245.0,356.25,218.75,28,17,0.3929,hold_bars,-1952.5,4229.0,4217.5
53,lightgbm,5,2023-10-25 13:00:00-04:00,2023-10-25 13:15:00-04:00,4,15.0,SHORT,1,4214.875,4219.875,-250.0,5.0,12.5,-267.5,-267.5,81.25,381.25,6,30,0.376,hold_bars,-2220.0,4222.5,4213.25
54,lightgbm,5,2023-10-25 15:35:00-04:00,2023-10-25 15:50:00-04:00,4,15.0,SHORT,1,4214.625,4209.875,237.5,5.0,12.5,220.0,220.0,306.25,131.25,24,10,0.3848,hold_bars,-2000.0,4217.25,4208.5
55,lightgbm,5,2023-10-26 09:35:00-04:00,2023-10-26 09:40:00-04:00,2,5.0,SHORT,1,4190.625,4200.875,-512.5,5.0,12.5,-530.0,-530.0,6.25,668.75,0,53,0.3753,stop_loss,-2530.0,4204.0,4190.5
56,lightgbm,5,2023-10-26 10:40:00-04:00,2023-10-26 10:45:00-04:00,2,5.0,SHORT,1,4186.875,4195.625,-437.5,5.0,12.5,-455.0,-455.0,456.25,431.25,36,34,0.3861,stop_loss,-2985.0,4195.5,4177.75
57,lightgbm,5,2023-10-26 11:00:00-04:00,2023-10-26 11:10:00-04:00,3,10.0,SHORT,1,4188.875,4177.625,562.5,5.0,12.5,545.0,545.0,606.25,443.75,48,35,0.3972,take_profit,-2440.0,4197.75,4176.75
58,lightgbm,5,2023-10-26 13:45:00-04:00,2023-10-26 14:00:00-04:00,4,15.0,SHORT,1,4164.625,4165.625,-50.0,5.0,12.5,-67.5,-67.5,193.75,256.25,15,20,0.3763,hold_bars,-2507.5,4169.75,4160.75
59,lightgbm,5,2023-10-27 09:35:00-04:00,2023-10-27 09:50:00-04:00,4,15.0,SHORT,1,4165.875,4157.625,412.5,5.0,12.5,395.0,395.0,468.75,256.25,37,20,0.2509,hold_bars,-2112.5,4171.0,4156.5
60,lightgbm,5,2023-10-27 10:00:00-04:00,2023-10-27 10:15:00-04:00,4,15.0,SHORT,1,4165.875,4160.125,287.5,5.0,12.5,270.0,270.0,581.25,331.25,46,26,0.3796,hold_bars,-1842.5,4172.5,4154.25
61,lightgbm,5,2023-10-27 10:45:00-04:00,2023-10-27 11:00:00-04:00,4,15.0,LONG,1,4157.125,4163.125,300.0,5.0,12.5,282.5,282.5,506.25,343.75,40,27,0.6393,hold_bars,-1560.0,4167.25,4150.25
62,lightgbm,5,2023-10-27 11:20:00-04:00,2023-10-27 11:30:00-04:00,3,10.0,SHORT,1,4172.625,4162.625,500.0,5.0,12.5,482.5,482.5,543.75,93.75,43,7,0.3488,take_profit,-1077.5,4174.5,4161.75
63,lightgbm,6,2023-10-27 13:15:00-04:00,2023-10-27 13:30:00-04:00,4,15.0,SHORT,1,4136.625,4138.375,-87.5,5.0,12.5,-105.0,-105.0,168.75,318.75,13,25,0.3972,hold_bars,-1182.5,4143.0,4133.25
64,lightgbm,6,2023-10-27 15:35:00-04:00,2023-10-27 15:45:00-04:00,3,10.0,SHORT,1,4123.625,4129.375,-287.5,5.0,12.5,-305.0,-305.0,68.75,281.25,5,22,0.361,stop_loss,-1487.5,4129.25,4122.25
65,lightgbm,6,2023-10-30 09:35:00-04:00,2023-10-30 09:50:00-04:00,4,15.0,SHORT,1,4177.625,4181.125,-175.0,5.0,12.5,-192.5,-192.5,293.75,268.75,23,21,0.3647,hold_bars,-1680.0,4183.0,4171.75
66,lightgbm,6,2023-10-30 10:00:00-04:00,2023-10-30 10:15:00-04:00,4,15.0,SHORT,1,4172.625,4163.625,450.0,5.0,12.5,432.5,432.5,606.25,406.25,48,32,0.3709,hold_bars,-1247.5,4180.75,4160.5
67,lightgbm,6,2023-10-30 11:35:00-04:00,2023-10-30 11:50:00-04:00,4,15.0,LONG,1,4161.375,4167.625,312.5,5.0,12.5,295.0,295.0,381.25,56.25,30,4,0.638,hold_bars,-952.5,4169.0,4160.25
68,lightgbm,6,2023-10-30 14:35:00-04:00,2023-10-30 14:50:00-04:00,4,15.0,LONG,1,4189.375,4189.375,0.0,5.0,12.5,-17.5,-17.5,218.75,168.75,17,13,0.6303,hold_bars,-970.0,4193.75,4186.0
69,lightgbm,6,2023-10-30 15:55:00-04:00,2023-10-31 09:40:00-04:00,4,1065.0,SHORT,1,4185.875,4178.375,375.0,5.0,12.5,357.5,357.5,456.25,368.75,36,29,0.3946,hold_bars,-612.5,4193.25,4176.75
70,lightgbm,6,2023-10-31 10:20:00-04:00,2023-10-31 10:35:00-04:00,4,15.0,LONG,1,4187.625,4179.125,-425.0,5.0,12.5,-442.5,-442.5,156.25,493.75,12,39,0.6388,stop_loss,-1055.0,4190.75,4177.75
71,lightgbm,6,2023-10-31 13:50:00-04:00,2023-10-31 14:05:00-04:00,4,15.0,LONG,1,4208.125,4207.375,-37.5,5.0,12.5,-55.0,-55.0,143.75,231.25,11,18,0.6193,hold_bars,-1110.0,4211.0,4203.5
72,lightgbm,6,2023-11-01 11:15:00-04:00,2023-11-01 11:30:00-04:00,4,15.0,LONG,1,4235.625,4233.625,-100.0,5.0,12.5,-117.5,-117.5,106.25,206.25,8,16,0.6173,hold_bars,-1227.5,4237.75,4231.5
73,lightgbm,6,2023-11-01 15:20:00-04:00,2023-11-01 15:35:00-04:00,4,15.0,SHORT,1,4261.375,4260.375,50.0,5.0,12.5,32.5,32.5,393.75,168.75,31,13,0.3659,hold_bars,-1195.0,4264.75,4253.5
74,lightgbm,6,2023-11-02 09:30:00-04:00,2023-11-02 09:45:00-04:00,4,15.0,LONG,1,4303.875,4300.125,-187.5,5.0,12.5,-205.0,-205.0,243.75,506.25,19,40,0.6583,hold_bars,-1400.0,4308.75,4293.75
75,lightgbm,6,2023-11-02 09:50:00-04:00,2023-11-02 10:05:00-04:00,4,15.0,LONG,1,4301.875,4298.625,-162.5,5.0,12.5,-180.0,-180.0,206.25,168.75,16,13,0.6381,hold_bars,-1580.0,4306.0,4298.5
76,lightgbm,6,2023-11-02 10:30:00-04:00,2023-11-02 10:40:00-04:00,3,10.0,SHORT,1,4311.875,4317.375,-275.0,5.0,12.5,-292.5,-292.5,93.75,293.75,7,23,0.3731,stop_loss,-1872.5,4317.75,4310.0
77,lightgbm,6,2023-11-02 10:45:00-04:00,2023-11-02 11:00:00-04:00,4,15.0,SHORT,1,4317.375,4320.625,-162.5,5.0,12.5,-180.0,-180.0,93.75,231.25,7,18,0.3619,hold_bars,-2052.5,4322.0,4315.5
78,lightgbm,6,2023-11-02 11:10:00-04:00,2023-11-02 11:25:00-04:00,4,15.0,SHORT,1,4315.625,4315.125,25.0,5.0,12.5,7.5,7.5,306.25,206.25,24,16,0.3862,hold_bars,-2045.0,4319.75,4309.5
79,lightgbm,6,2023-11-02 11:30:00-04:00,2023-11-02 11:45:00-04:00,4,15.0,SHORT,1,4318.125,4317.875,12.5,5.0,12.5,-5.0,-5.0,218.75,156.25,17,12,0.3543,hold_bars,-2050.0,4321.25,4313.75
80,lightgbm,6,2023-11-02 12:00:00-04:00,2023-11-02 12:15:00-04:00,4,15.0,SHORT,1,4315.875,4316.625,-37.5,5.0,12.5,-55.0,-55.0,168.75,43.75,13,3,0.3975,hold_bars,-2105.0,4316.75,4312.5
81,lightgbm,6,2023-11-02 15:25:00-04:00,2023-11-02 15:40:00-04:00,4,15.0,LONG,1,4331.125,4333.875,137.5,5.0,12.5,120.0,120.0,268.75,18.75,21,1,0.6174,hold_bars,-1985.0,4336.5,4330.75
82,lightgbm,6,2023-11-03 09:40:00-04:00,2023-11-03 09:55:00-04:00,4,15.0,LONG,1,4369.375,4374.875,275.0,5.0,12.5,257.5,257.5,443.75,381.25,35,30,0.6081,hold_bars,-1727.5,4378.25,4361.75
83,lightgbm,6,2023-11-03 10:25:00-04:00,2023-11-03 10:40:00-04:00,4,15.0,SHORT,1,4366.875,4365.625,62.5,5.0,12.5,45.0,45.0,268.75,306.25,21,24,0.3537,hold_bars,-1682.5,4373.0,4361.5
84,lightgbm,6,2023-11-03 10:45:00-04:00,2023-11-03 10:50:00-04:00,2,5.0,LONG,1,4368.375,4362.625,-287.5,5.0,12.5,-305.0,-305.0,81.25,406.25,6,32,0.6186,stop_loss,-1987.5,4370.0,4360.25
85,lightgbm,6,2023-11-03 11:10:00-04:00,2023-11-03 11:25:00-04:00,4,15.0,SHORT,1,4367.875,4368.125,-12.5,5.0,12.5,-30.0,-30.0,218.75,193.75,17,15,0.398,hold_bars,-2017.5,4371.75,4363.5
86,lightgbm,7,2023-11-06 10:40:00-05:00,2023-11-06 10:55:00-05:00,4,15.0,LONG,1,4383.125,4381.875,-62.5,5.0,12.5,-80.0,-80.0,181.25,206.25,14,16,0.6585,hold_bars,-2097.5,4386.75,4379.0
87,lightgbm,7,2023-11-06 11:50:00-05:00,2023-11-06 12:05:00-05:00,4,15.0,SHORT,1,4380.375,4381.375,-50.0,5.0,12.5,-67.5,-67.5,68.75,193.75,5,15,0.3679,hold_bars,-2165.0,4384.25,4379.0
88,lightgbm,7,2023-11-06 13:20:00-05:00,2023-11-06 13:35:00-05:00,4,15.0,SHORT,1,4369.625,4372.625,-150.0,5.0,12.5,-167.5,-167.5,268.75,168.75,21,13,0.3508,hold_bars,-2332.5,4373.0,4364.25
89,lightgbm,7,2023-11-07 10:20:00-05:00,2023-11-07 10:25:00-05:00,2,5.0,SHORT,1,4386.625,4391.875,-262.5,5.0,12.5,-280.0,-280.0,131.25,281.25,10,22,0.3936,stop_loss,-2612.5,4392.25,4384.0
90,lightgbm,7,2023-11-07 11:10:00-05:00,2023-11-07 11:25:00-05:00,4,15.0,LONG,1,4396.375,4397.625,62.5,5.0,12.5,45.0,45.0,106.25,43.75,8,3,0.6381,hold_bars,-2567.5,4398.5,4395.5
91,lightgbm,7,2023-11-07 11:45:00-05:00,2023-11-07 12:00:00-05:00,4,15.0,LONG,1,4395.625,4391.875,-187.5,5.0,12.5,-205.0,-205.0,256.25,193.75,20,15,0.6034,hold_bars,-2772.5,4400.75,4391.75
92,lightgbm,7,2023-11-08 10:00:00-05:00,2023-11-08 10:15:00-05:00,4,15.0,SHORT,1,4396.375,4399.875,-175.0,5.0,12.5,-192.5,-192.5,56.25,431.25,4,34,0.3821,hold_bars,-2965.0,4405.0,4395.25
93,lightgbm,7,2023-11-08 12:20:00-05:00,2023-11-08 12:35:00-05:00,4,15.0,LONG,1,4382.125,4384.375,112.5,5.0,12.5,95.0,95.0,143.75,181.25,11,14,0.613,hold_bars,-2870.0,4385.0,4378.5
94,lightgbm,7,2023-11-09 14:00:00-05:00,2023-11-09 14:15:00-05:00,4,15.0,SHORT,1,4370.875,4365.375,275.0,5.0,12.5,257.5,257.5,381.25,393.75,30,31,0.3972,hold_bars,-2612.5,4378.75,4363.25
95,lightgbm,7,2023-11-09 15:40:00-05:00,2023-11-09 15:55:00-05:00,4,15.0,SHORT,1,4359.375,4363.125,-187.5,5.0,12.5,-205.0,-205.0,81.25,218.75,6,17,0.3886,hold_bars,-2817.5,4363.75,4357.75
96,lightgbm,7,2023-11-10 09:30:00-05:00,2023-11-10 09:40:00-05:00,3,10.0,SHORT,1,4376.875,4385.625,-437.5,5.0,12.5,-455.0,-455.0,231.25,431.25,18,34,0.3405,stop_loss,-3272.5,4385.5,4372.25
97,lightgbm,7,2023-11-10 10:20:00-05:00,2023-11-10 10:30:00-05:00,3,10.0,LONG,1,4376.375,4368.875,-375.0,5.0,12.5,-392.5,-392.5,206.25,381.25,16,30,0.6033,stop_loss,-3665.0,4380.5,4368.75
98,lightgbm,7,2023-11-10 12:00:00-05:00,2023-11-10 12:15:00-05:00,4,15.0,LONG,1,4395.375,4397.375,100.0,5.0,12.5,82.5,82.5,181.25,218.75,14,17,0.63,hold_bars,-3582.5,4399.0,4391.0
99,lightgbm,8,2023-11-10 15:15:00-05:00,2023-11-10 15:30:00-05:00,4,15.0,SHORT,1,4425.875,4427.625,-87.5,5.0,12.5,-105.0,-105.0,281.25,156.25,22,12,0.3931,hold_bars,-3687.5,4429.0,4420.25
100,lightgbm,8,2023-11-10 15:50:00-05:00,2023-11-13 09:30:00-05:00,3,3940.0,LONG,1,4430.375,4411.125,-962.5,5.0,12.5,-980.0,-980.0,156.25,956.25,12,76,0.6013,stop_loss,-4667.5,4433.5,4411.25
101,lightgbm,8,2023-11-13 09:40:00-05:00,2023-11-13 09:55:00-05:00,4,15.0,LONG,1,4409.375,4411.875,125.0,5.0,12.5,107.5,107.5,218.75,106.25,17,8,0.6298,hold_bars,-4560.0,4413.75,4407.25
102,lightgbm,8,2023-11-13 10:35:00-05:00,2023-11-13 10:50:00-05:00,4,15.0,LONG,1,4415.625,4421.125,275.0,5.0,12.5,257.5,257.5,356.25,18.75,28,1,0.6277,hold_bars,-4302.5,4422.75,4415.25
103,lightgbm,8,2023-11-13 11:00:00-05:00,2023-11-13 11:15:00-05:00,4,15.0,LONG,1,4420.125,4422.875,137.5,5.0,12.5,120.0,120.0,218.75,81.25,17,6,0.6038,hold_bars,-4182.5,4424.5,4418.5
104,lightgbm,8,2023-11-13 11:50:00-05:00,2023-11-13 12:05:00-05:00,4,15.0,LONG,1,4432.875,4431.125,-87.5,5.0,12.5,-105.0,-105.0,118.75,106.25,9,8,0.6241,hold_bars,-4287.5,4435.25,4430.75
105,lightgbm,8,2023-11-14 10:25:00-05:00,2023-11-14 10:40:00-05:00,4,15.0,SHORT,1,4511.625,4514.375,-137.5,5.0,12.5,-155.0,-155.0,268.75,193.75,21,15,0.3576,hold_bars,-4442.5,4515.5,4506.25
106,lightgbm,8,2023-11-14 11:00:00-05:00,2023-11-14 11:15:00-05:00,4,15.0,SHORT,1,4515.875,4515.875,-0.0,5.0,12.5,-17.5,-17.5,143.75,243.75,11,19,0.3855,hold_bars,-4460.0,4520.75,4513.0
107,lightgbm,8,2023-11-14 11:30:00-05:00,2023-11-14 11:45:00-05:00,4,15.0,SHORT,1,4517.125,4514.625,125.0,5.0,12.5,107.5,107.5,193.75,106.25,15,8,0.3853,hold_bars,-4352.5,4519.25,4513.25
