entry_time,exit_time,direction,contracts,entry_price,exit_price,gross_pnl,commission,slippage,net_pnl,exit_reason,bars_held,tech_vol_prob,sent_vol_prob,breakout_prob
2023-08-07 15:45:00+00:00,2023-08-08 10:00:00+00:00,LONG,1,4521.0,4516.067974770891,-246.6012614554529,2.58,12.5,-261.68126145545295,sl,4,0.8707081695262069,0.552488594267661,0.7497555548658658
2023-08-08 10:35:00+00:00,2023-08-08 10:40:00+00:00,SHORT,1,4511.75,4514.942796823419,-159.63984117092878,2.58,12.5,-174.7198411709288,sl,1,0.9550678440627354,0.5675093030425858,0.8687757586417085
2023-08-08 10:45:00+00:00,2023-08-08 12:05:00+00:00,SHORT,1,4514.0,4506.962590707566,351.87046462169747,2.58,12.5,336.7904646216975,tp,1,0.7539634944416926,0.7152374944461168,0.6467978217601832
2023-08-08 13:10:00+00:00,2023-08-08 13:40:00+00:00,LONG,1,4504.5,4500.112433558389,-219.37832208054715,2.58,12.5,-234.45832208054716,sl,6,0.7749137163936846,0.5931318699568645,0.6396643958647126
2023-08-08 15:35:00+00:00,2023-08-08 15:40:00+00:00,LONG,1,4491.5,4487.019779260426,-224.01103697870894,2.58,12.5,-239.09103697870896,sl,1,0.6042248366524023,0.5790602849019032,0.8574677493079441
2023-08-08 15:45:00+00:00,2023-08-09 09:10:00+00:00,LONG,1,4486.0,4495.219974525295,460.9987262647337,2.58,12.5,445.9187262647337,tp,3,0.5216756702744579,0.6821936499063778,0.7333674951869924
2023-08-08 15:50:00+00:00,2023-08-09 09:10:00+00:00,LONG,1,4486.0,4494.821546890243,441.0773445121322,2.58,12.5,425.9973445121322,tp,2,0.5655837694558604,0.7239450929486255,0.6491418420760947
2023-08-08 15:55:00+00:00,2023-08-09 09:10:00+00:00,LONG,1,4486.25,4495.136115934613,444.3057967306686,2.58,12.5,429.2257967306686,tp,1,0.5987489803938476,0.6294561885544269,0.6459031581919829
2023-08-09 13:25:00+00:00,2023-08-09 14:55:00+00:00,SHORT,1,4519.75,4509.281190676031,523.4404661984627,2.58,12.5,508.36046619846263,tp,3,0.5677985671254093,0.5546282634410001,0.817290569406443
2023-08-09 13:30:00+00:00,2023-08-09 14:55:00+00:00,SHORT,1,4518.75,4507.586973534746,558.1513232627003,2.58,12.5,543.0713232627003,tp,2,0.777297379482651,0.6348577725228349,0.5862834886805994
2023-08-09 14:55:00+00:00,2023-08-09 15:15:00+00:00,SHORT,1,4503.0,4491.375778281524,581.2110859238146,2.58,12.5,566.1310859238146,tp,2,0.5021963624177287,0.5915750976319512,0.805008988158477
2023-08-10 13:15:00+00:00,2023-08-10 13:50:00+00:00,LONG,1,4515.0,4533.085339927348,904.2669963674143,2.58,12.5,889.1869963674143,tp,5,0.7220609013044426,0.6527732429697821,0.6474665914728152
2023-08-10 14:55:00+00:00,2023-08-10 15:05:00+00:00,SHORT,1,4522.25,4509.7088934719495,627.0553264025239,2.58,12.5,611.9753264025238,tp,2,0.636045582902498,0.5505916995171078,0.6067914051049316
2023-08-10 15:30:00+00:00,2023-08-10 15:45:00+00:00,SHORT,1,4520.0,4505.177429755887,741.1285122056597,2.58,12.5,726.0485122056597,tp,3,0.5640301938845729,0.5543395007134281,0.629848398666259
2023-08-11 11:50:00+00:00,2023-08-11 13:25:00+00:00,SHORT,1,4481.25,4475.772808538433,273.8595730783345,2.58,12.5,258.7795730783345,tp,6,0.6286898864336461,0.7992225840387642,0.942997891429722
2023-08-11 11:55:00+00:00,2023-08-11 13:25:00+00:00,SHORT,1,4481.75,4476.206277727561,277.1861136219286,2.58,12.5,262.1061136219286,tp,5,0.6239032401973738,0.7859457687592737,0.8451222538460895
2023-08-11 12:25:00+00:00,2023-08-11 13:25:00+00:00,SHORT,1,4483.25,4476.39270143382,342.86492830901807,2.58,12.5,327.7849283090181,tp,1,0.7363866954984415,0.6085367153596053,0.7129070797338762
2023-08-11 13:40:00+00:00,2023-08-11 14:15:00+00:00,SHORT,1,4464.75,4472.027267825311,-363.86339126556777,2.58,12.5,-378.94339126556775,sl,3,0.5258871684126832,0.6180337736398629,0.5336321983673308
2023-08-11 13:45:00+00:00,2023-08-11 14:15:00+00:00,SHORT,1,4464.75,4471.688040758092,-346.90203790460146,2.58,12.5,-361.98203790460144,sl,2,0.5704238140963985,0.6093650683746558,0.5131496431112714
2023-08-11 13:55:00+00:00,2023-08-11 14:15:00+00:00,SHORT,1,4467.5,4473.46352683402,-298.17634170099154,2.58,12.5,-313.2563417009915,sl,1,0.541915994872738,0.661421364412836,0.5685528930999975
2023-08-11 15:25:00+00:00,2023-08-11 15:55:00+00:00,SHORT,1,4471.75,4477.362261035849,-280.613051792443,2.58,12.5,-295.693051792443,sl,6,0.7583699488269244,0.7566219069313425,0.7202920129702782
2023-08-11 15:30:00+00:00,2023-08-11 15:35:00+00:00,SHORT,1,4470.0,4475.202625670922,-260.1312835461158,2.58,12.5,-275.2112835461158,sl,1,0.8814041120916978,0.6249249296479852,0.7778545870483242
2023-08-11 15:40:00+00:00,2023-08-14 10:45:00+00:00,LONG,1,4474.0,4485.059675338537,552.9837669268545,2.58,12.5,537.9037669268545,tp,4,0.7629150142578484,0.6988184731523585,0.6056405363886745
2023-08-11 15:45:00+00:00,2023-08-11 15:55:00+00:00,SHORT,1,4472.0,4477.007129052773,-250.35645263865263,2.58,12.5,-265.43645263865267,sl,2,0.7958615689419395,0.7256138881444075,0.5942423334301965
2023-08-11 15:50:00+00:00,2023-08-11 15:55:00+00:00,SHORT,1,4471.25,4476.061345760311,-240.56728801556346,2.58,12.5,-255.64728801556348,sl,1,0.8078960491868533,0.6851575854118093,0.7475482152734405
2023-08-14 11:30:00+00:00,2023-08-14 12:05:00+00:00,SHORT,1,4490.0,4484.816182160492,259.19089197541325,2.58,12.5,244.11089197541327,tp,2,0.5825139395590296,0.60868008496075,0.8564232830071268
2023-08-14 12:05:00+00:00,2023-08-14 13:10:00+00:00,SHORT,1,4485.5,4478.0593958741265,372.0302062936753,2.58,12.5,356.9502062936753,tp,2,0.8279218793268235,0.7159859559210795,0.9174664182240408
2023-08-14 12:10:00+00:00,2023-08-14 13:10:00+00:00,SHORT,1,4485.5,4479.915996482027,279.20017589863164,2.58,12.5,264.12017589863166,tp,1,0.7477932508990691,0.7159859559210795,0.899295874764888
2023-08-14 13:15:00+00:00,2023-08-14 13:40:00+00:00,SHORT,1,4473.0,4476.277302580057,-163.86512900285197,2.58,12.5,-178.94512900285198,sl,5,0.9477349622630473,0.5933522381265478,0.6628397855613837
2023-08-14 13:20:00+00:00,2023-08-14 13:30:00+00:00,SHORT,1,4471.0,4474.738544276916,-186.92721384582,2.58,12.5,-202.00721384582002,sl,2,0.9219621638000102,0.5614530971664671,0.8079039647900099
2023-08-14 13:25:00+00:00,2023-08-14 13:50:00+00:00,SHORT,1,4472.25,4478.445901308753,-309.7950654376291,2.58,12.5,-324.8750654376291,sl,5,0.8846706491562091,0.5664242835598298,0.750885445901365
2023-08-14 13:30:00+00:00,2023-08-14 14:30:00+00:00,LONG,1,4474.5,4486.364282594365,593.2141297182625,2.58,12.5,578.1341297182624,tp,8,0.8176720196890258,0.6553252993999127,0.6932070289494119
2023-08-14 13:35:00+00:00,2023-08-14 14:30:00+00:00,LONG,1,4474.25,4485.914156453618,583.207822680879,2.58,12.5,568.1278226808789,tp,7,0.8102407610794771,0.642683954615238,0.7319722120301201
2023-08-14 13:40:00+00:00,2023-08-14 13:45:00+00:00,LONG,1,4475.5,4469.667921773191,-291.6039113404622,2.58,12.5,-306.6839113404622,sl,1,0.8061115827478206,0.8210292150611559,0.8591866857924355
2023-08-14 13:45:00+00:00,2023-08-14 14:30:00+00:00,LONG,1,4471.5,4483.866300031622,618.3150015810952,2.58,12.5,603.2350015810952,tp,5,0.5570172058036538,0.6543072255335421,0.7575557161644648
2023-08-14 15:20:00+00:00,2023-08-15 09:20:00+00:00,LONG,1,4495.25,4490.624771871291,-231.26140643544204,2.58,12.5,-246.34140643544205,sl,8,0.7249059677192511,0.5970750277778715,0.7317719159292873
2023-08-14 15:25:00+00:00,2023-08-15 09:20:00+00:00,LONG,1,4497.0,4492.12466153754,-243.76692312298474,2.58,12.5,-258.8469231229848,sl,7,0.7201182579996475,0.6630343591656748,0.7906232242166161
2023-08-14 15:30:00+00:00,2023-08-15 09:20:00+00:00,LONG,1,4494.5,4489.795521735529,-235.22391322353542,2.58,12.5,-250.30391322353543,sl,6,0.6662406512322876,0.5597554677034581,0.7060470051073576
2023-08-14 15:40:00+00:00,2023-08-15 09:20:00+00:00,LONG,1,4498.0,4493.197902748719,-240.10486256406693,2.58,12.5,-255.18486256406695,sl,4,0.7462770439185651,0.6342613028197361,0.8162537774738721
2023-08-14 15:45:00+00:00,2023-08-14 15:55:00+00:00,LONG,1,4501.25,4496.612101538535,-231.89492307324144,2.58,12.5,-246.97492307324146,sl,2,0.6101742314574334,0.6259674541350642,0.8930728971953494
2023-08-14 15:50:00+00:00,2023-08-15 09:20:00+00:00,LONG,1,4499.75,4495.1987465294615,-227.56267352692703,2.58,12.5,-242.64267352692704,sl,2,0.5859730816837352,0.6259674541350642,0.8540035597798276
2023-08-14 15:55:00+00:00,2023-08-15 09:20:00+00:00,LONG,1,4496.75,4492.16597826603,-229.2010866985038,2.58,12.5,-244.2810866985038,sl,1,0.5472491567507217,0.6375699600117525,0.7491738631816302
2023-08-15 09:55:00+00:00,2023-08-15 10:00:00+00:00,SHORT,1,4486.0,4488.85990139227,-142.99506961351653,2.58,12.5,-158.07506961351655,sl,1,0.6561393474340341,0.6194301480099638,0.538933826288041
2023-08-15 10:00:00+00:00,2023-08-15 11:50:00+00:00,SHORT,1,4484.5,4477.181945467485,365.90272662574534,2.58,12.5,350.82272662574536,tp,3,0.8816193354200152,0.586022190581376,0.8555874996059719
2023-08-15 10:10:00+00:00,2023-08-15 11:50:00+00:00,SHORT,1,4484.0,4477.162829610143,341.858519492871,2.58,12.5,326.778519492871,tp,2,0.8493747469215467,0.8397682136480114,0.6377870198095837
2023-08-15 11:50:00+00:00,2023-08-15 12:25:00+00:00,SHORT,1,4473.5,4477.506932224355,-200.3466112177648,2.58,12.5,-215.42661121776482,sl,3,0.7468483556820747,0.647469640971014,0.80302887555621
2023-08-15 11:55:00+00:00,2023-08-15 12:25:00+00:00,SHORT,1,4474.25,4478.224012347572,-198.7006173786085,2.58,12.5,-213.78061737860853,sl,2,0.5403314250387565,0.6195542590784485,0.7307425016544701
2023-08-15 12:20:00+00:00,2023-08-15 12:30:00+00:00,LONG,1,4476.75,4473.390213315211,-167.989334239428,2.58,12.5,-183.069334239428,sl,2,0.5577481111713516,0.5990724293504283,0.6736628405079105
2023-08-15 12:25:00+00:00,2023-08-15 12:30:00+00:00,LONG,1,4479.25,4475.2893174939345,-198.03412530327478,2.58,12.5,-213.1141253032748,sl,1,0.526751138541854,0.6549004164766752,0.8258209136389933
2023-08-15 12:30:00+00:00,2023-08-15 13:30:00+00:00,LONG,1,4477.0,4488.796794279999,589.8397139999361,2.58,12.5,574.759713999936,tp,7,0.5562957525372827,0.6585013409693602,0.7730683786084943
2023-08-15 12:40:00+00:00,2023-08-15 13:15:00+00:00,LONG,1,4478.25,4487.8357980320725,479.28990160362446,2.58,12.5,464.2099016036245,tp,3,0.5486803273263285,0.6244081757491264,0.7586279246308613
2023-08-15 12:45:00+00:00,2023-08-15 13:30:00+00:00,LONG,1,4479.0,4489.012003394039,500.60016970196557,2.58,12.5,485.5201697019656,tp,5,0.5486803273263285,0.6723463312342666,0.8028932361927505
2023-08-15 13:20:00+00:00,2023-08-15 13:40:00+00:00,LONG,1,4487.25,4482.322399721194,-246.38001394027924,2.58,12.5,-261.4600139402793,sl,4,0.8513927579832901,0.6259674541350642,0.9236782577233827
2023-08-15 13:25:00+00:00,2023-08-15 13:40:00+00:00,LONG,1,4487.0,4482.379541359629,-231.0229320185499,2.58,12.5,-246.10293201854992,sl,3,0.7644885387837969,0.6259674541350642,0.9052218421856514
2023-08-15 13:30:00+00:00,2023-08-15 13:40:00+00:00,LONG,1,4488.0,4481.523114030336,-323.84429848320906,2.58,12.5,-338.92429848320904,sl,2,0.8352051971944302,0.6599779591197783,0.8761608876382124
2023-08-15 13:35:00+00:00,2023-08-15 13:40:00+00:00,LONG,1,4489.25,4482.574971783525,-333.75141082374284,2.58,12.5,-348.83141082374283,sl,1,0.8871390171831472,0.6599779591197783,0.899447942602999
2023-08-15 14:55:00+00:00,2023-08-15 15:10:00+00:00,LONG,1,4463.5,4473.62777346699,506.388673349511,2.58,12.5,491.308673349511,tp,1,0.661512432002369,0.674716628528547,0.6260442532726697
2023-08-15 15:50:00+00:00,2023-08-16 09:00:00+00:00,LONG,1,4472.75,4467.8888911908525,-243.05544045737406,2.58,12.5,-258.1354404573741,sl,2,0.760175209507121,0.6803409333195032,0.7663498444607345
2023-08-16 11:15:00+00:00,2023-08-16 12:10:00+00:00,SHORT,1,4450.5,4453.259056637149,-137.95283185745575,2.58,12.5,-153.03283185745576,sl,1,0.5978336819054211,0.6937564874139033,0.7883409394856025
2023-08-16 12:55:00+00:00,2023-08-16 13:30:00+00:00,SHORT,1,4445.5,4449.15316312835,-182.65815641748304,2.58,12.5,-197.73815641748305,sl,6,0.8510756114905852,0.558762587361469,0.87086663274819
2023-08-16 13:30:00+00:00,2023-08-16 13:45:00+00:00,LONG,1,4449.75,4461.690347884869,597.0173942434485,2.58,12.5,581.9373942434485,tp,1,0.7065708518012063,0.5924249918061685,0.7679306113402246
2023-08-16 15:35:00+00:00,2023-08-16 15:55:00+00:00,SHORT,1,4456.0,4446.443744333741,477.81278331294743,2.58,12.5,462.73278331294745,tp,4,0.8088536121638539,0.5708051631785902,0.8032062490998274
2023-08-16 15:40:00+00:00,2023-08-17 09:25:00+00:00,SHORT,1,4454.25,4444.1467540722115,505.16229638942605,2.58,12.5,490.08229638942606,tp,4,0.8147700532365671,0.6805671369219002,0.8049964798064155
2023-08-16 15:45:00+00:00,2023-08-17 09:25:00+00:00,SHORT,1,4451.25,4438.7046943813375,627.2652809331248,2.58,12.5,612.1852809331248,tp,3,0.9305082595984903,0.6908879067143096,0.8562744885772937
2023-08-16 15:50:00+00:00,2023-08-17 09:25:00+00:00,SHORT,1,4451.75,4441.31486258874,521.7568705630129,2.58,12.5,506.6768705630128,tp,2,0.8655944814643722,0.7105859643789874,0.7122341143476862
2023-08-16 15:55:00+00:00,2023-08-17 09:25:00+00:00,SHORT,1,4448.75,4437.699043007285,552.5478496357664,2.58,12.5,537.4678496357664,tp,1,0.8933221645300125,0.713495188180994,0.7960257785583561
2023-08-17 10:45:00+00:00,2023-08-17 12:40:00+00:00,SHORT,1,4425.0,4427.637468973358,-131.87344866792046,2.58,12.5,-146.95344866792047,sl,1,0.7379200525122412,0.7809318559303785,0.9523386623022754
2023-08-17 12:40:00+00:00,2023-08-17 13:05:00+00:00,LONG,1,4435.0,4431.025714784076,-198.71426079621415,2.58,12.5,-213.79426079621416,sl,5,0.6074475320672108,0.7299582633782531,0.720720775869974
2023-08-17 12:50:00+00:00,2023-08-17 13:05:00+00:00,LONG,1,4435.0,4431.269051742586,-186.54741287068646,2.58,12.5,-201.62741287068647,sl,3,0.6468867501090511,0.7809601164332768,0.6627861844808411
2023-08-17 12:55:00+00:00,2023-08-17 13:05:00+00:00,LONG,1,4435.0,4431.269051742586,-186.54741287068646,2.58,12.5,-201.62741287068647,sl,2,0.5808402573742463,0.8014225625465501,0.7358747008805754
2023-08-17 13:00:00+00:00,2023-08-17 13:35:00+00:00,LONG,1,4432.25,4428.111428308841,-206.9285845579543,2.58,12.5,-222.00858455795432,sl,7,0.7861641338037847,0.6123878209108699,0.6954032087912205
2023-08-17 13:05:00+00:00,2023-08-17 13:40:00+00:00,LONG,1,4431.5,4427.607637651268,-194.61811743658473,2.58,12.5,-209.69811743658474,sl,7,0.6080226553057049,0.6227192513669711,0.6780265627340729
2023-08-17 13:10:00+00:00,2023-08-17 13:35:00+00:00,LONG,1,4432.5,4428.663162583359,-191.8418708320587,2.58,12.5,-206.92187083205872,sl,5,0.5618613842188409,0.6123878209108699,0.6409916242876769
2023-08-17 13:25:00+00:00,2023-08-17 14:45:00+00:00,SHORT,1,4433.0,4420.4121635878755,629.3918206062244,2.58,12.5,614.3118206062244,tp,10,0.8767530628940364,0.785015064612169,0.7895834173675188
