entry_time,exit_time,direction,contracts,entry_price,exit_price,gross_pnl,commission,slippage,net_pnl,vol_prob,breakout_prob,predicted_atr,bars_held,exit_reason
2023-07-28 13:30:00+00:00,2023-07-28 13:35:00+00:00,LONG,1,4595.75,4589.800908329597,-297.45458352012975,2.58,12.5,-312.53458352012973,0.5808201413294175,0.8184812991257229,5.949091670402467,1,sl
2023-07-28 13:35:00+00:00,2023-07-31 13:40:00+00:00,LONG,1,4596.25,4609.918607310869,683.4303655434724,2.58,12.5,668.3503655434723,0.9132221265533749,0.8189926610014201,6.329534863205717,7,tp
2023-07-28 13:40:00+00:00,2023-07-31 13:40:00+00:00,LONG,1,4596.0,4609.186277285202,659.3138642600934,2.58,12.5,644.2338642600934,0.9234858528488419,0.7322229589158452,6.231371746341099,6,tp
2023-07-28 14:25:00+00:00,2023-07-31 13:40:00+00:00,LONG,1,4602.25,4612.025770768811,488.78853844053083,2.58,12.5,473.70853844053084,0.573150862502291,0.6514026307482068,4.709623054340442,5,tp
2023-07-31 15:00:00+00:00,2023-08-01 10:50:00+00:00,LONG,1,4613.75,4609.304126972663,-222.29365136686283,2.58,12.5,-237.37365136686284,0.883315421657469,0.7784606050324946,4.445873027337058,4,sl
2023-07-31 15:05:00+00:00,2023-08-01 10:50:00+00:00,LONG,1,4614.0,4609.237758522452,-238.1120738773916,2.58,12.5,-253.1920738773916,0.8728641923432705,0.8142620964074385,4.76224147754815,3,sl
2023-07-31 15:10:00+00:00,2023-08-01 10:50:00+00:00,LONG,1,4613.25,4608.332851917549,-245.85740412253472,2.58,12.5,-260.93740412253476,0.8687975856520442,0.7840990666233688,4.917148082450486,2,sl
2023-07-31 15:15:00+00:00,2023-08-01 10:50:00+00:00,LONG,1,4613.0,4608.15729867833,-242.13506608348325,2.58,12.5,-257.2150660834833,0.9041304598400698,0.7702913533612472,4.8427013216697725,1,sl
2023-08-01 10:50:00+00:00,2023-08-01 13:30:00+00:00,LONG,1,4607.0,4604.797846791026,-110.10766044869342,2.58,12.5,-125.18766044869342,0.9143536658190861,0.9165248436618533,2.2021532089741767,3,sl
2023-08-01 10:55:00+00:00,2023-08-01 13:30:00+00:00,LONG,1,4607.75,4605.492642689265,-112.86786553673664,2.58,12.5,-127.94786553673664,0.9199385051116015,0.8942448596413564,2.257357310734775,2,sl
2023-08-01 11:00:00+00:00,2023-08-01 13:30:00+00:00,LONG,1,4608.0,4605.842252681747,-107.8873659126657,2.58,12.5,-122.9673659126657,0.9191500842395454,0.8836986611489653,2.1577473182536613,1,sl
2023-08-01 13:35:00+00:00,2023-08-01 14:50:00+00:00,LONG,1,4604.0,4599.3917703110565,-230.41148444717692,2.58,12.5,-245.49148444717693,0.7280780857367032,0.8462069236026644,4.608229688943224,5,sl
2023-08-01 14:05:00+00:00,2023-08-01 14:50:00+00:00,LONG,1,4604.75,4600.115033174482,-231.74834127589747,2.58,12.5,-246.8283412758975,0.5274301908358006,0.7306470779205595,4.634966825518065,1,sl
2023-08-01 15:10:00+00:00,2023-08-02 09:00:00+00:00,LONG,1,4596.25,4591.919309913961,-216.53450430194425,2.58,12.5,-231.61450430194427,0.7532011170672704,0.6808190700257494,4.330690086039245,10,sl
2023-08-01 15:15:00+00:00,2023-08-02 09:00:00+00:00,LONG,1,4596.75,4592.291559251835,-222.92203740826153,2.58,12.5,-238.00203740826154,0.7685875418338715,0.7132230156375313,4.458440748165153,9,sl
2023-08-01 15:20:00+00:00,2023-08-01 15:25:00+00:00,SHORT,1,4595.0,4599.338041393568,-216.90206967841732,2.58,12.5,-231.98206967841733,0.7493453239094894,0.7914603467845948,4.338041393568605,1,sl
2023-08-01 15:25:00+00:00,2023-08-02 09:00:00+00:00,LONG,1,4598.75,4594.209469472004,-227.02652639982261,2.58,12.5,-242.10652639982263,0.5104639548113691,0.7368112028109585,4.540530527996065,7,sl
2023-08-01 15:30:00+00:00,2023-08-02 09:00:00+00:00,LONG,1,4597.0,4592.453995988263,-227.30020058684204,2.58,12.5,-242.38020058684205,0.5325462777613479,0.6703207486388598,4.546004011736758,6,sl
2023-08-01 15:35:00+00:00,2023-08-02 09:00:00+00:00,LONG,1,4598.0,4593.587430744618,-220.62846276908203,2.58,12.5,-235.70846276908205,0.6352747490190568,0.7687791331398609,4.412569255381656,5,sl
2023-08-01 15:55:00+00:00,2023-08-02 09:00:00+00:00,LONG,1,4597.75,4592.653626622288,-254.81866888558216,2.58,12.5,-269.89866888558214,0.7086509710943797,0.6347519566760418,5.096373377711543,1,sl
