entry_time,exit_time,direction,contracts,entry_price,exit_price,gross_pnl,commission,slippage,net_pnl,exit_reason,bars_held,tech_vol_prob,sent_vol_prob,breakout_prob
2020-06-01 15:45:00+00:00,2020-06-02 09:10:00+00:00,LONG,1,3047.0,3056.2670707449843,463.35353724921333,2.58,12.5,448.27353724921335,tp,3,0.9520066891139608,0.48622201504629353,0.7274640031913251
2020-06-01 15:50:00+00:00,2020-06-02 09:10:00+00:00,LONG,1,3046.25,3055.2423187871877,449.6159393593871,2.58,12.5,434.5359393593871,tp,2,0.9180751220558252,0.8006615885460022,0.6934360968678507
2020-06-01 15:55:00+00:00,2020-06-02 09:10:00+00:00,LONG,1,3046.75,3055.5901941954116,442.00970977058205,2.58,12.5,426.92970977058206,tp,1,0.9292877009970145,0.8165116132721774,0.7203935700987185
2020-06-02 10:10:00+00:00,2020-06-02 10:25:00+00:00,LONG,1,3074.0,3071.105886666027,-144.70566669865548,2.58,12.5,-159.7856666986555,sl,1,0.725573599495508,0.647034073075641,0.5636915775072315
2020-06-02 10:25:00+00:00,2020-06-02 12:10:00+00:00,SHORT,1,3072.5,3066.1900270091055,315.4986495447247,2.58,12.5,300.4186495447247,tp,6,0.33874497623575706,0.696074659892549,0.5860634708992248
2020-06-02 10:35:00+00:00,2020-06-02 12:10:00+00:00,LONG,1,3071.75,3068.5848970500665,-158.2551474966749,2.58,12.5,-173.33514749667492,sl,5,0.5942314856204605,0.7636982889360653,0.5365075027973917
2020-06-02 10:40:00+00:00,2020-06-02 11:05:00+00:00,LONG,1,3072.5,3069.773632957364,-136.31835213179784,2.58,12.5,-151.39835213179785,sl,2,0.7747458212570202,0.7084425082256006,0.6502825522308653
2020-06-02 10:45:00+00:00,2020-06-02 11:05:00+00:00,LONG,1,3072.25,3069.4647722577165,-139.2613871141748,2.58,12.5,-154.3413871141748,sl,1,0.7866003428063505,0.6864481557289693,0.6232181346872733
2020-06-02 11:05:00+00:00,2020-06-02 12:10:00+00:00,LONG,1,3070.0,3067.202659452284,-139.8670273857988,2.58,12.5,-154.9470273857988,sl,2,0.7961107064684696,0.6757025226524985,0.6685506448881341
2020-06-02 11:15:00+00:00,2020-06-02 12:45:00+00:00,SHORT,1,3069.0,3064.1348943751846,243.2552812407721,2.58,12.5,228.17528124077208,tp,7,0.6346438976922789,0.8321487580847642,0.771895415211919
2020-06-02 12:10:00+00:00,2020-06-02 12:45:00+00:00,LONG,1,3067.0,3064.1541592396165,-142.29203801917265,2.58,12.5,-157.37203801917266,sl,6,0.29328769152736134,0.6146221362959507,0.6742700782461793
2020-06-02 12:15:00+00:00,2020-06-02 12:45:00+00:00,LONG,1,3068.0,3065.139526365613,-143.02368171934177,2.58,12.5,-158.10368171934178,sl,5,0.21314327805721928,0.6190780643539017,0.699627633976044
2020-06-02 12:20:00+00:00,2020-06-02 12:45:00+00:00,LONG,1,3067.75,3065.1824947371992,-128.37526314003753,2.58,12.5,-143.45526314003754,sl,4,0.4052254942730118,0.6190780643539017,0.7063138024020161
2020-06-02 12:25:00+00:00,2020-06-02 12:45:00+00:00,LONG,1,3067.0,3064.4324947371992,-128.37526314003753,2.58,12.5,-143.45526314003754,sl,3,0.2737158577160868,0.6241830913987941,0.6464052923541964
2020-06-02 12:30:00+00:00,2020-06-02 12:45:00+00:00,LONG,1,3069.0,3066.444607542632,-127.7696228683908,2.58,12.5,-142.8496228683908,sl,2,0.4602109676826895,0.5790251098757137,0.7991417351209329
2020-06-02 13:30:00+00:00,2020-06-02 14:20:00+00:00,SHORT,1,3059.75,3064.9517598604107,-260.08799302053376,2.58,12.5,-275.16799302053374,sl,3,0.7167042851846631,0.2873435059726311,0.7714120870576722
2020-06-02 14:10:00+00:00,2020-06-02 14:30:00+00:00,LONG,1,3060.25,3069.3358717121378,454.293585606888,2.58,12.5,439.213585606888,tp,4,0.6969952153431954,0.6465144400392099,0.7072915186617382
2020-06-02 14:15:00+00:00,2020-06-02 15:05:00+00:00,LONG,1,3062.75,3058.1819876443874,-228.40061778063045,2.58,12.5,-243.48061778063047,sl,6,0.6975773785321601,0.6346136276128057,0.8773004347450836
2020-06-02 14:20:00+00:00,2020-06-02 15:05:00+00:00,LONG,1,3066.5,3062.152493460816,-217.3753269591998,2.58,12.5,-232.45532695919982,sl,5,0.5393905637100503,0.5167404640105733,0.9068363255915389
2020-06-02 14:25:00+00:00,2020-06-02 14:40:00+00:00,LONG,1,3068.5,3064.1736378482537,-216.31810758731262,2.58,12.5,-231.39810758731264,sl,3,0.3776683014957234,0.6761146971656985,0.9087420217344974
2020-06-02 14:30:00+00:00,2020-06-02 15:05:00+00:00,LONG,1,3065.5,3061.071491501583,-221.42542492085795,2.58,12.5,-236.50542492085796,sl,3,0.26171407625013077,0.5888390603965739,0.7275586776748617
2020-06-02 14:35:00+00:00,2020-06-02 15:05:00+00:00,LONG,1,3067.0,3062.3389632736435,-233.0518363178271,2.58,12.5,-248.13183631782712,sl,2,0.38389464496286474,0.655031652004848,0.757820549780384
2020-06-02 15:40:00+00:00,2020-06-02 15:55:00+00:00,LONG,1,3058.25,3053.387476494568,-243.12617527159546,2.58,12.5,-258.2061752715955,sl,3,0.8626990224828774,0.46584126002189435,0.7861657425124308
2020-06-02 15:45:00+00:00,2020-06-03 10:40:00+00:00,LONG,1,3058.25,3068.451256192424,510.0628096211949,2.58,12.5,494.9828096211949,tp,3,0.8315494290124553,0.4343521427176443,0.7920393709245044
2020-06-02 15:50:00+00:00,2020-06-03 10:40:00+00:00,LONG,1,3056.5,3066.3195013582927,490.97506791463275,2.58,12.5,475.89506791463276,tp,2,0.8082877589971896,0.4760357943835262,0.715587768752304
