date,pnl,trades,wins,win_rate,cumulative_pnl
2024-11-12,3470.0,16,16,1.0,656885.0
2024-11-13,2262.5,10,9,0.9,659147.5
2024-11-14,4112.5,10,10,1.0,663260.0
2024-11-15,2437.5,10,9,0.9,665697.5
2024-11-18,2412.5,10,10,1.0,668110.0
2024-11-19,3070.0,16,15,0.9375,671180.0
2024-11-20,4337.5,10,10,1.0,675517.5
2024-11-21,5650.0,10,10,1.0,681167.5
2024-11-22,2787.5,10,9,0.9,683955.0
2024-11-25,3175.0,10,9,0.9,687130.0
2024-11-26,1787.5,15,12,0.8,688917.5
2024-11-27,1150.0,10,7,0.7,690067.5
2024-11-28,92.5,9,5,0.5555555555555556,690160.0
2024-11-29,475.0,10,5,0.5,690635.0
2024-12-02,1087.5,10,7,0.7,691722.5
2024-12-03,1662.5,10,10,1.0,693385.0
2024-12-04,1040.0,17,13,0.7647058823529411,694425.0
2024-12-05,1087.5,10,10,1.0,695512.5
2024-12-06,1562.5,10,10,1.0,697075.0
2024-12-09,1475.0,10,9,0.9,698550.0
2024-12-10,1587.5,10,8,0.8,700137.5
2024-12-11,2645.0,16,16,1.0,702782.5
2024-12-12,2375.0,10,10,1.0,705157.5
2024-12-13,1512.5,10,8,0.8,706670.0
2024-12-16,1537.5,10,8,0.8,708207.5
2024-12-17,1912.5,10,9,0.9,710120.0
2024-12-18,2355.0,9,8,0.8888888888888888,712475.0
