entry_time,exit_time,direction,contracts,entry_price,exit_price,gross_pnl,commission,slippage,net_pnl,exit_reason,bars_held,tech_vol_prob,sent_vol_prob,breakout_prob
2023-07-27 15:20:00+00:00,2023-07-28 10:25:00+00:00,LONG,1,4615.0,4610.593839725402,-220.30801372989117,2.58,12.5,-235.38801372989118,sl,8,0.5345427888155182,0.6361610192888697,0.66686973620158
2023-07-27 15:25:00+00:00,2023-07-27 15:45:00+00:00,LONG,1,4615.75,4611.4119907121985,-216.90046439007347,2.58,12.5,-231.98046439007348,sl,4,0.7035336212856225,0.6382436982439483,0.6650505155182882
2023-07-27 15:30:00+00:00,2023-07-27 15:45:00+00:00,LONG,1,4617.75,4613.389781226172,-218.0109386913955,2.58,12.5,-233.0909386913955,sl,3,0.9469801862622647,0.6294561885544269,0.6514907168693328
2023-07-27 15:35:00+00:00,2023-07-27 15:45:00+00:00,LONG,1,4618.0,4613.914990395136,-204.25048024321768,2.58,12.5,-219.3304802432177,sl,2,0.9163752526788188,0.6137998818096916,0.7999274232535958
2023-07-27 15:40:00+00:00,2023-07-28 10:25:00+00:00,LONG,1,4614.5,4610.275278518044,-211.2360740978147,2.58,12.5,-226.31607409781472,sl,4,0.6295481774497825,0.6173327278618262,0.7295176673686297
2023-07-27 15:45:00+00:00,2023-07-28 10:25:00+00:00,LONG,1,4612.0,4607.6979179727505,-215.10410136247629,2.58,12.5,-230.1841013624763,sl,3,0.6541114971810862,0.6172000686748034,0.6731649929798029
2023-07-27 15:50:00+00:00,2023-07-28 10:25:00+00:00,LONG,1,4612.5,4608.171345935788,-216.432703210603,2.58,12.5,-231.512703210603,sl,2,0.6234301663392934,0.6384670493469763,0.662191039715684
2023-07-27 15:55:00+00:00,2023-07-28 10:25:00+00:00,LONG,1,4613.0,4608.552873793915,-222.35631030425793,2.58,12.5,-237.43631030425794,sl,1,0.7866844998088968,0.625273701722514,0.5985592295203328
2023-07-28 10:25:00+00:00,2023-07-28 10:50:00+00:00,SHORT,1,4581.75,4583.921329218207,-108.56646091033326,2.58,12.5,-123.64646091033326,sl,5,0.5537797592011524,0.6042372085661081,0.8221918267238366
2023-07-28 10:30:00+00:00,2023-07-28 10:45:00+00:00,SHORT,1,4579.5,4581.922405228843,-121.12026144213814,2.58,12.5,-136.20026144213813,sl,3,0.7459281431895646,0.7568594818051735,0.8734788146962775
2023-07-28 10:55:00+00:00,2023-07-28 11:30:00+00:00,LONG,1,4582.5,4587.230458257264,236.52291286321088,2.58,12.5,221.44291286321086,tp,4,0.9512708914432119,0.5538102696954189,0.597033532270036
2023-07-28 11:05:00+00:00,2023-07-28 11:35:00+00:00,LONG,1,4583.25,4587.761828278903,225.59141394513063,2.58,12.5,210.5114139451306,tp,3,0.9142366327294632,0.6053117806147349,0.7361078560501974
2023-07-28 11:10:00+00:00,2023-07-28 12:05:00+00:00,LONG,1,4584.75,4589.847316475838,254.86582379189713,2.58,12.5,239.78582379189712,tp,5,0.8006868808827713,0.5988961126631389,0.8136931520444127
2023-07-28 11:30:00+00:00,2023-07-28 12:05:00+00:00,LONG,1,4586.5,4591.416934016438,245.84670082190314,2.58,12.5,230.76670082190313,tp,4,0.8144816762101108,0.8082416536135572,0.6102509398391055
2023-07-28 11:35:00+00:00,2023-07-28 13:10:00+00:00,LONG,1,4586.75,4593.093504760414,317.1752380207181,2.58,12.5,302.0952380207181,tp,6,0.8873069992375334,0.8354168582475979,0.6583104817483064
2023-07-28 11:45:00+00:00,2023-07-28 13:10:00+00:00,LONG,1,4588.5,4594.36395313091,293.19765654549883,2.58,12.5,278.11765654549885,tp,5,0.878095279356379,0.8901097369590154,0.8010448707463471
2023-07-28 11:50:00+00:00,2023-07-28 13:10:00+00:00,LONG,1,4588.75,4593.629278536934,243.963926846709,2.58,12.5,228.883926846709,tp,4,0.8851829582500745,0.893224237036767,0.7774608404502228
2023-07-28 12:05:00+00:00,2023-07-28 13:30:00+00:00,LONG,1,4590.25,4598.1058714547435,392.79357273717324,2.58,12.5,377.71357273717325,tp,7,0.7874228830298335,0.6893859656202447,0.7594683647607698
2023-07-28 13:25:00+00:00,2023-07-28 13:35:00+00:00,LONG,1,4596.5,4591.06221368455,-271.88931577247786,2.58,12.5,-286.96931577247784,sl,2,0.5128412971184005,0.5979077806551271,0.8577938733658362
2023-07-28 13:30:00+00:00,2023-07-28 13:35:00+00:00,LONG,1,4595.75,4589.9220382380145,-291.3980880992767,2.58,12.5,-306.4780880992767,sl,1,0.5552744923687004,0.5931318699568645,0.7724547391125975
2023-07-28 13:35:00+00:00,2023-07-31 13:40:00+00:00,LONG,1,4596.25,4608.928874725133,633.9437362566514,2.58,12.5,618.8637362566514,tp,7,0.9290165064534449,0.6680682517238767,0.8229610638212586
2023-07-28 13:40:00+00:00,2023-07-31 13:40:00+00:00,LONG,1,4596.0,4608.499813359922,624.9906679960986,2.58,12.5,609.9106679960986,tp,6,0.9246969501807221,0.6680682517238767,0.7916378507926982
2023-07-31 14:45:00+00:00,2023-08-01 10:50:00+00:00,LONG,1,4613.5,4609.069635575517,-221.5182212241416,2.58,12.5,-236.5982212241416,sl,5,0.5295629976270405,0.6577253725291766,0.7941860989835313
2023-07-31 15:00:00+00:00,2023-08-01 10:50:00+00:00,LONG,1,4613.75,4609.307189919656,-222.1405040172158,2.58,12.5,-237.2205040172158,sl,4,0.9194310783629115,0.6976736819353972,0.7608001976428004
2023-07-31 15:05:00+00:00,2023-08-01 10:50:00+00:00,LONG,1,4614.0,4609.481426132206,-225.9286933896874,2.58,12.5,-241.0086933896874,sl,3,0.9243489986071597,0.5979077806551271,0.8101776071953944
2023-07-31 15:10:00+00:00,2023-08-01 10:50:00+00:00,LONG,1,4613.25,4608.579634420217,-233.51827898914053,2.58,12.5,-248.59827898914054,sl,2,0.8916974263391267,0.5693812097330563,0.746611074749856
2023-07-31 15:15:00+00:00,2023-08-01 10:50:00+00:00,LONG,1,4613.0,4608.338310942413,-233.08445287934774,2.58,12.5,-248.16445287934775,sl,1,0.9260743080131869,0.5949161373493116,0.7339041806101758
2023-08-01 10:50:00+00:00,2023-08-01 13:30:00+00:00,LONG,1,4607.0,4604.868982803327,-106.55085983366916,2.58,12.5,-121.63085983366916,sl,3,0.8998223293690577,0.5982657556606622,0.9027009652497122
2023-08-01 10:55:00+00:00,2023-08-01 13:30:00+00:00,LONG,1,4607.75,4605.654321882553,-104.7839058723639,2.58,12.5,-119.8639058723639,sl,2,0.912530742203012,0.5982657556606622,0.8459953795285359
2023-08-01 11:00:00+00:00,2023-08-01 13:30:00+00:00,LONG,1,4608.0,4605.52420417212,-123.78979139398325,2.58,12.5,-138.86979139398323,sl,1,0.8871267006659455,0.7920175358084751,0.8374329385099953
2023-08-01 13:30:00+00:00,2023-08-01 15:10:00+00:00,LONG,1,4602.75,4597.262923751749,-274.353812412528,2.58,12.5,-289.43381241252797,sl,7,0.5738164173507996,0.5855978461163026,0.8819112454907456
2023-08-01 13:35:00+00:00,2023-08-01 15:10:00+00:00,LONG,1,4604.0,4598.908811981439,-254.55940092806486,2.58,12.5,-269.63940092806484,sl,6,0.745709665994563,0.7666642879918163,0.8171099045404939
2023-08-01 14:00:00+00:00,2023-08-01 14:50:00+00:00,LONG,1,4607.0,4601.235396523712,-288.23017381441787,2.58,12.5,-303.31017381441785,sl,2,0.5549226760854881,0.6472317428243969,0.8755694329595148
2023-08-01 15:10:00+00:00,2023-08-02 09:00:00+00:00,LONG,1,4596.25,4591.867536601057,-219.12316994717003,2.58,12.5,-234.20316994717004,sl,10,0.7461558613568257,0.6584399467356623,0.7251784883230421
