date,pnl,trades,wins,win_rate,cumulative_pnl
2024-09-02,-207.5,4,3,0.75,3725.0
2024-09-03,1770.0,6,4,0.6666666666666666,5495.0
2024-09-04,170.0,6,3,0.5,5665.0
2024-09-05,-22.5,2,1,0.5,5642.5
2024-09-06,-695.0,4,1,0.25,4947.5
2024-09-09,180.0,4,4,1.0,5127.5
2024-09-10,402.5,7,2,0.2857142857142857,5530.0
2024-09-11,-1422.5,2,0,0.0,4107.5
2024-09-12,-1000.0,5,1,0.2,3107.5
2024-09-13,55.0,4,2,0.5,3162.5
2024-09-16,840.0,2,1,0.5,4002.5
2024-09-17,280.0,4,1,0.25,4282.5
2024-09-18,1735.0,3,3,1.0,6017.5
2024-09-19,-1290.0,3,0,0.0,4727.5
2024-09-20,102.5,7,4,0.5714285714285714,4830.0
2024-09-23,-22.5,2,1,0.5,4807.5
2024-09-24,-537.5,5,1,0.2,4270.0
2024-09-25,-220.0,4,1,0.25,4050.0
2024-09-26,-197.5,2,1,0.5,3852.5
2024-09-27,-632.5,4,1,0.25,3220.0
2024-09-30,-552.5,3,0,0.0,2667.5
2024-10-01,382.5,1,1,1.0,3050.0
2024-10-02,-1672.5,2,0,0.0,1377.5
2024-10-03,2280.0,4,3,0.75,3657.5
2024-10-04,375.0,5,3,0.6,4032.5
2024-10-07,652.5,2,1,0.5,4685.0
2024-10-08,-275.0,5,2,0.4,4410.0
2024-10-09,-905.0,6,2,0.3333333333333333,3505.0
2024-10-10,-602.5,3,0,0.0,2902.5
2024-10-11,-417.5,1,0,0.0,2485.0
2024-10-15,-847.5,2,0,0.0,1637.5
2024-10-16,20.0,1,1,1.0,1657.5
2024-10-17,222.5,3,2,0.6666666666666666,1880.0
2024-10-18,-165.0,3,2,0.6666666666666666,1715.0
2024-10-21,185.0,3,2,0.6666666666666666,1900.0
2024-10-22,-1050.0,5,2,0.4,850.0
2024-10-24,1177.5,2,1,0.5,2027.5
2024-10-25,430.0,4,3,0.75,2457.5
2024-10-28,-1170.0,4,2,0.5,1287.5
2024-10-29,-517.5,1,0,0.0,770.0
2024-10-30,92.5,4,2,0.5,862.5
2024-10-31,-100.0,5,2,0.4,762.5
2024-11-01,-412.5,5,1,0.2,350.0
2024-11-04,-255.0,1,0,0.0,95.0
2024-11-05,607.5,1,1,1.0,702.5
2024-11-06,-355.0,6,3,0.5,347.5
2024-11-07,-577.5,3,0,0.0,-230.0
2024-11-12,377.5,2,2,1.0,147.5
2024-11-13,370.0,1,1,1.0,517.5
2024-11-14,-3152.5,3,0,0.0,-2635.0
2024-11-18,-1270.0,4,1,0.25,-3905.0
2024-11-19,20.0,1,1,1.0,-3885.0
2024-11-20,-65.0,3,1,0.3333333333333333,-3950.0
2024-11-21,622.5,3,2,0.6666666666666666,-3327.5
2024-11-25,732.5,6,5,0.8333333333333334,-2595.0
2024-11-26,-220.0,4,1,0.25,-2815.0
2024-11-27,497.5,3,3,1.0,-2317.5
2024-11-28,-245.0,4,1,0.25,-2562.5
2024-11-29,-107.5,4,2,0.5,-2670.0
2024-12-02,-190.0,3,1,0.3333333333333333,-2860.0
2024-12-03,-657.5,4,0,0.0,-3517.5
2024-12-04,-217.5,1,0,0.0,-3735.0
2024-12-05,287.5,5,4,0.8,-3447.5
2024-12-06,-190.0,3,1,0.3333333333333333,-3637.5
2024-12-09,-402.5,3,1,0.3333333333333333,-4040.0
2024-12-10,1340.0,2,1,0.5,-2700.0
2024-12-11,-1217.5,6,2,0.3333333333333333,-3917.5
2024-12-12,-205.0,1,0,0.0,-4122.5
2024-12-13,-252.5,3,1,0.3333333333333333,-4375.0
2024-12-16,-265.0,3,1,0.3333333333333333,-4640.0
2024-12-17,-172.5,2,1,0.5,-4812.5
2024-12-18,-140.0,3,1,0.3333333333333333,-4952.5
