date,pnl,trades,wins,win_rate,cumulative_pnl
2024-11-08,1412.5,10,10,1.0,659132.5
2024-11-11,1112.5,10,9,0.9,660245.0
2024-11-12,3195.0,16,15,0.9375,663440.0
2024-11-13,2262.5,10,9,0.9,665702.5
2024-11-14,4112.5,10,10,1.0,669815.0
2024-11-15,2000.0,10,9,0.9,671815.0
2024-11-18,2250.0,10,10,1.0,674065.0
2024-11-19,3070.0,16,15,0.9375,677135.0
2024-11-20,4337.5,10,10,1.0,681472.5
2024-11-21,5562.5,10,9,0.9,687035.0
2024-11-22,3012.5,10,10,1.0,690047.5
2024-11-25,3175.0,10,9,0.9,693222.5
2024-11-26,1862.5,15,11,0.7333333333333333,695085.0
2024-11-27,1400.0,10,8,0.8,696485.0
2024-11-28,362.5,10,6,0.6,696847.5
2024-11-29,637.5,10,6,0.6,697485.0
2024-12-02,387.5,10,6,0.6,697872.5
2024-12-03,1150.0,10,8,0.8,699022.5
2024-12-04,1190.0,17,12,0.7058823529411765,700212.5
2024-12-05,1087.5,10,10,1.0,701300.0
2024-12-06,1562.5,10,10,1.0,702862.5
2024-12-09,2050.0,10,10,1.0,704912.5
2024-12-10,1212.5,10,7,0.7,706125.0
2024-12-11,2820.0,16,16,1.0,708945.0
2024-12-12,1975.0,10,9,0.9,710920.0
2024-12-13,1975.0,10,9,0.9,712895.0
2024-12-16,1012.5,10,8,0.8,713907.5
2024-12-17,2350.0,10,10,1.0,716257.5
2024-12-18,1880.0,9,8,0.8888888888888888,718137.5
