fold,entry_time,exit_time,direction,contracts,entry_price,exit_price,gross_pnl,commission,slippage,net_pnl,signal_prob,bet_size,bars_held
4,2023-10-10 15:40:00+00:00,2023-10-10 16:40:00+00:00,LONG,1,4415.75,4415.0,-37.5,5.0,12.5,-55.0,0.508836923967206,0.15815197736314066,12
4,2023-10-11 13:30:00+00:00,2023-10-11 14:30:00+00:00,LONG,1,4407.75,4397.25,-525.0,5.0,12.5,-542.5,0.500096491393292,0.5827225556603712,12
4,2023-10-11 13:40:00+00:00,2023-10-11 14:40:00+00:00,LONG,1,4405.25,4396.0,-462.5,5.0,12.5,-480.0,0.5033574232759636,0.476682309017321,12
4,2023-10-11 14:05:00+00:00,2023-10-11 15:05:00+00:00,LONG,1,4399.25,4401.25,100.0,5.0,12.5,82.5,0.5507542665355017,0.6384346566617621,12
4,2023-10-11 14:10:00+00:00,2023-10-11 15:10:00+00:00,LONG,1,4393.5,4398.25,237.5,5.0,12.5,220.0,0.5198399763140531,0.6262144452028187,12
4,2023-10-13 15:15:00+00:00,2023-10-13 16:15:00+00:00,LONG,1,4367.5,4366.5,-50.0,5.0,12.5,-67.5,0.532819353090719,0.27829519978579914,12
4,2023-10-13 15:20:00+00:00,2023-10-13 16:20:00+00:00,LONG,1,4361.0,4369.75,437.5,5.0,12.5,420.0,0.5720998146420675,0.5864814193814354,12
4,2023-10-13 15:30:00+00:00,2023-10-13 16:30:00+00:00,LONG,1,4364.25,4374.5,512.5,5.0,12.5,495.0,0.5627339414096724,0.31692232291077344,12
5,2023-10-18 17:40:00+00:00,2023-10-18 18:40:00+00:00,LONG,2,4358.0,4355.75,-225.0,10.0,25.0,-260.0,0.5174261526512127,0.7815971195187255,12
5,2023-10-19 15:05:00+00:00,2023-10-19 16:05:00+00:00,LONG,1,4330.0,4344.5,725.0,5.0,12.5,707.5,0.5176510736503649,0.6639779322204034,12
5,2023-10-19 15:10:00+00:00,2023-10-19 16:10:00+00:00,LONG,2,4328.25,4344.75,1650.0,10.0,25.0,1615.0,0.5197840153334524,0.7000575049608154,12
5,2023-10-19 15:15:00+00:00,2023-10-19 16:15:00+00:00,LONG,1,4326.25,4354.75,1425.0,5.0,12.5,1407.5,0.5003990657785327,0.30779321553082806,12
6,2023-10-23 15:50:00+00:00,2023-10-23 16:50:00+00:00,LONG,1,4259.5,4267.5,400.0,5.0,12.5,382.5,0.5375236089746948,0.38898253548288564,12
6,2023-10-24 14:35:00+00:00,2023-10-24 15:35:00+00:00,LONG,1,4280.0,4262.75,-862.5,5.0,12.5,-880.0,0.5103000330821394,0.3245836670958048,12
6,2023-10-26 18:00:00+00:00,2023-10-26 19:00:00+00:00,LONG,2,4165.5,4189.75,2425.0,10.0,25.0,2390.0,0.5009455433164692,0.8262414744948563,12
6,2023-10-26 18:45:00+00:00,2023-10-26 19:45:00+00:00,LONG,2,4179.5,4157.75,-2175.0,10.0,25.0,-2210.0,0.5534953510560847,0.832298501595884,12
7,2023-10-30 17:35:00+00:00,2023-10-30 18:35:00+00:00,LONG,2,4179.25,4189.25,1000.0,10.0,25.0,965.0,0.6026183564940142,0.8469165131065619,12
7,2023-10-30 19:55:00+00:00,2023-10-31 14:25:00+00:00,LONG,1,4186.0,4187.25,62.5,5.0,12.5,45.0,0.5346982257422641,0.609338833257517,12
7,2023-10-31 13:30:00+00:00,2023-10-31 14:30:00+00:00,LONG,1,4185.25,4183.5,-87.5,5.0,12.5,-105.0,0.5312914570502743,0.5453338555089053,12
7,2023-10-31 19:45:00+00:00,2023-11-01 14:15:00+00:00,LONG,2,4210.25,4233.0,2275.0,10.0,25.0,2240.0,0.510408477037468,0.7048615678720213,12
7,2023-10-31 19:50:00+00:00,2023-11-01 14:20:00+00:00,LONG,1,4211.25,4243.5,1612.5,5.0,12.5,1595.0,0.5131805892263461,0.6530215690045352,12
7,2023-11-03 15:55:00+00:00,2023-11-03 16:55:00+00:00,LONG,1,4378.25,4386.25,400.0,5.0,12.5,382.5,0.5392410937516064,0.6151322672757259,12
7,2023-11-03 17:15:00+00:00,2023-11-03 18:15:00+00:00,LONG,1,4381.0,4383.25,112.5,5.0,12.5,95.0,0.5216221435468507,0.5106287532276049,12
7,2023-11-03 17:20:00+00:00,2023-11-03 18:20:00+00:00,LONG,1,4378.25,4381.5,162.5,5.0,12.5,145.0,0.5319967607128401,0.5970292872606251,12
7,2023-11-03 17:45:00+00:00,2023-11-03 18:45:00+00:00,LONG,1,4380.25,4389.25,450.0,5.0,12.5,432.5,0.5133565785606575,0.5386374059174336,12
8,2023-11-08 19:30:00+00:00,2023-11-08 20:30:00+00:00,LONG,2,4393.5,4393.75,25.0,10.0,25.0,-10.0,0.5694795344556857,0.898822273284449,12
8,2023-11-08 19:35:00+00:00,2023-11-08 20:35:00+00:00,LONG,2,4396.25,4396.75,50.0,10.0,25.0,15.0,0.5058258674947067,0.8394166490521577,12
8,2023-11-08 19:45:00+00:00,2023-11-08 20:45:00+00:00,LONG,2,4394.25,4400.25,600.0,10.0,25.0,565.0,0.5198853115915868,0.7806912064905605,12
8,2023-11-08 19:50:00+00:00,2023-11-08 20:50:00+00:00,LONG,2,4394.5,4400.5,600.0,10.0,25.0,565.0,0.5987966215444087,0.7793626857315543,12
8,2023-11-08 19:55:00+00:00,2023-11-08 20:55:00+00:00,LONG,2,4391.75,4398.5,675.0,10.0,25.0,640.0,0.5553839873183891,0.7388857281112882,12
8,2023-11-08 20:00:00+00:00,2023-11-09 14:30:00+00:00,LONG,2,4394.0,4401.75,775.0,10.0,25.0,740.0,0.535197971903591,0.7398439893794689,12
8,2023-11-09 20:05:00+00:00,2023-11-10 14:35:00+00:00,LONG,1,4364.5,4380.5,800.0,5.0,12.5,782.5,0.5058971115329349,0.3698601237191505,12
8,2023-11-09 20:10:00+00:00,2023-11-10 14:40:00+00:00,LONG,1,4366.0,4385.5,975.0,5.0,12.5,957.5,0.5292129121817766,0.41371798082026073,12
8,2023-11-09 20:15:00+00:00,2023-11-10 14:45:00+00:00,LONG,1,4365.25,4383.5,912.5,5.0,12.5,895.0,0.5462390304788041,0.4148550101375218,12
8,2023-11-09 20:20:00+00:00,2023-11-10 14:50:00+00:00,LONG,1,4363.0,4383.25,1012.5,5.0,12.5,995.0,0.5339624578955681,0.3810482793647392,12
8,2023-11-09 20:25:00+00:00,2023-11-10 14:55:00+00:00,LONG,1,4362.0,4381.5,975.0,5.0,12.5,957.5,0.540844565199177,0.4162042686768715,12
