entry_time,exit_time,direction,contracts,entry_price,exit_price,gross_pnl,commission,slippage,net_pnl,vol_prob,breakout_prob,predicted_atr,bars_held,exit_reason
2020-06-01 15:45:00+00:00,2020-06-02 09:10:00+00:00,LONG,1,3047.0,3056.9104651650423,495.52325825211483,2.58,12.5,480.44325825211484,0.9599765391005963,0.7689657580682144,4.6430286522264455,3,tp
2020-06-01 15:50:00+00:00,2020-06-02 09:10:00+00:00,LONG,1,3046.25,3055.6379771350594,469.39885675296864,2.58,12.5,454.31885675296866,0.9217547028735211,0.6820821789325174,4.48961867959067,2,tp
2020-06-01 15:55:00+00:00,2020-06-02 09:10:00+00:00,LONG,1,3046.75,3056.035898672909,464.29493364544214,2.58,12.5,449.21493364544216,0.9418460886309927,0.682461910736703,4.440398440483602,1,tp
2020-06-02 10:10:00+00:00,2020-06-02 10:25:00+00:00,LONG,1,3074.0,3071.153730149629,-142.31349251854226,2.58,12.5,-157.39349251854227,0.7895475113841419,0.5086378503980142,2.846269850370893,1,sl
2020-06-02 10:35:00+00:00,2020-06-02 12:10:00+00:00,LONG,1,3071.75,3068.7422679695715,-150.3866015214271,2.58,12.5,-165.46660152142712,0.610373623939547,0.6034885568226388,3.0077320304284343,5,sl
2020-06-02 10:40:00+00:00,2020-06-02 11:05:00+00:00,LONG,1,3072.5,3069.917469744587,-129.1265127706538,2.58,12.5,-144.2065127706538,0.7747497388024839,0.6042674673179861,2.5825302554128635,2,sl
2020-06-02 10:45:00+00:00,2020-06-02 11:05:00+00:00,LONG,1,3072.25,3069.6473599947453,-130.13200026273353,2.58,12.5,-145.21200026273354,0.77124327283199,0.627608217416323,2.6026400052548224,1,sl
2020-06-02 11:05:00+00:00,2020-06-02 12:10:00+00:00,LONG,1,3070.0,3067.381413053168,-130.92934734158916,2.58,12.5,-146.00934734158918,0.7744710434308479,0.7384362854614803,2.618586946831816,2,sl
2020-06-02 11:15:00+00:00,2020-06-02 12:45:00+00:00,SHORT,1,3069.0,3063.580688986823,270.9655506588433,2.58,12.5,255.88555065884333,0.6040051836939831,0.7744587317552402,2.5356712291623094,7,tp
2020-06-02 13:30:00+00:00,2020-06-02 14:20:00+00:00,SHORT,1,3059.75,3064.6125720932164,-243.1286046608193,2.58,12.5,-258.20860466081933,0.7605139183732244,0.749909377077651,4.862572093216367,3,sl
